Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Rahul Chahar,Virat Kohli,Venkatesh Iyer,1,0,,,,,1,0
1,0,2,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,3,0
1,0,3,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,5,0
1,0,4,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
1,0,5,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
1,0,6,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,5,0
1,1,1,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,0,,,,,5,0
1,1,2,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,3,0,,,,,8,0
1,1,3,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,1,0,,,,,9,0
1,1,4,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,1,wide,,,,10,0
1,1,4,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,0,,,,,10,0
1,1,5,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,2,0,,,,,12,0
1,1,6,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,0,0,,,,,12,0
1,2,1,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,14,0
1,2,2,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,14,0
1,2,3,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,14,0
1,2,4,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,16,0
1,2,5,Rahul Chahar,Venkatesh Iyer,Virat Kohli,1,0,,,,,17,0
1,2,6,Rahul Chahar,Virat Kohli,Venkatesh Iyer,1,0,,,,,18,0
1,3,1,Sam Curran,Virat Kohli,Venkatesh Iyer,1,0,,,,,19,0
1,3,2,Sam Curran,Venkatesh Iyer,Virat Kohli,0,0,,,,,19,0
1,3,3,Sam Curran,Venkatesh Iyer,Virat Kohli,1,0,,,,,20,0
1,3,4,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,20,0
1,3,5,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,20,0
1,3,6,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,20,0
1,4,1,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,0,0,,,,,20,0
1,4,2,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,2,0,,,,,22,0
1,4,3,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,1,0,,,,,23,0
1,4,4,Kagiso Rabada,Virat Kohli,Venkatesh Iyer,3,0,,,,,26,0
1,4,5,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,6,0,,,,,32,0
1,4,6,Kagiso Rabada,Venkatesh Iyer,Virat Kohli,3,0,,,,,35,0
1,5,1,Rahul Chahar,Venkatesh Iyer,Virat Kohli,4,0,,,,,39,0
1,5,2,Rahul Chahar,Venkatesh Iyer,Virat Kohli,2,0,,,,,41,0
1,5,3,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,41,0
1,5,4,Rahul Chahar,Venkatesh Iyer,Virat Kohli,0,0,,,,,41,0
1,5,5,Rahul Chahar,Venkatesh Iyer,Virat Kohli,1,0,,,,,42,0
1,5,6,Rahul Chahar,Virat Kohli,Venkatesh Iyer,0,0,,,,,42,0
1,6,1,Sam Curran,Venkatesh Iyer,Virat Kohli,3,0,,,,,45,0
1,6,2,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,45,0
1,6,3,Sam Curran,Virat Kohli,Venkatesh Iyer,0,0,,,,,45,0
1,6,4,Sam Curran,Virat Kohli,Venkatesh Iyer,1,0,,,,,46,0
1,6,5,Sam Curran,Venkatesh Iyer,Virat Kohli,2,0,,,,,48,0
1,6,6,Sam Curran,Venkatesh Iyer,Virat Kohli,0,0,,lbw,Venkatesh Iyer,Shashank Singh,48,1
1,7,1,Sam Curran,Virat Kohli,Devdutt Padikkal,4,0,,,,,52,1
1,7,2,Sam Curran,Virat Kohli,Devdutt Padikkal,1,0,,,,,53,1
1,7,3,Sam Curran,Devdutt Padikkal,Virat Kohli,1,0,,,,,54,1
1,7,4,Sam Curran,Virat Kohli,Devdutt Padikkal,0,0,,,,,54,1
1,7,5,Sam Curran,Virat Kohli,Devdutt Padikkal,6,0,,,,,60,1
1,7,6,Sam Curran,Virat Kohli,Devdutt Padikkal,2,0,,,,,62,1
1,8,1,Sam Curran,Devdutt Padikkal,Virat Kohli,4,0,,,,,66,1
1,8,2,Sam Curran,Devdutt Padikkal,Virat Kohli,0,0,,,,,66,1
1,8,3,Sam Curran,Devdutt Padikkal,Virat Kohli,0,0,,,,,66,1
1,8,4,Sam Curran,Devdutt Padikkal,Virat Kohli,0,0,,,,,66,1
1,8,5,Sam Curran,Devdutt Padikkal,Virat Kohli,3,0,,,,,69,1
1,8,6,Sam Curran,Virat Kohli,Devdutt Padikkal,0,0,,,,,69,1
1,9,1,Arshdeep Singh,Devdutt Padikkal,Virat Kohli,3,0,,,,,72,1
1,9,2,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
1,9,3,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
1,9,4,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
1,9,5,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,0,0,,,,,72,1
1,9,6,Arshdeep Singh,Virat Kohli,Devdutt Padikkal,2,0,,,,,74,1
1,10,1,Arshdeep Singh,Devdutt Padikkal,Virat Kohli,0,0,,caught,Devdutt Padikkal,Sam Curran,74,2
