Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Mukesh Kumar,Rohit Sharma,Ishan Kishan,4,0,,,,,4,0
1,0,2,Mukesh Kumar,Rohit Sharma,Ishan Kishan,4,0,,,,,8,0
1,0,3,Mukesh Kumar,Rohit Sharma,Ishan Kishan,1,0,,,,,9,0
1,0,4,Mukesh Kumar,Ishan Kishan,Rohit Sharma,3,0,,,,,12,0
1,0,5,Mukesh Kumar,Rohit Sharma,Ishan Kishan,4,0,,,,,16,0
1,0,6,Mukesh Kumar,Rohit Sharma,Ishan Kishan,0,0,,,,,16,0
1,1,1,Mukesh Kumar,Ishan Kishan,Rohit Sharma,0,0,,run out,Rohit Sharma,Prithvi Shaw,16,1
1,1,2,Mukesh Kumar,Ishan Kishan,Suryakumar Yadav,0,0,,,,,16,1
1,1,3,Mukesh Kumar,Ishan Kishan,Suryakumar Yadav,3,0,,,,,19,1
1,1,4,Mukesh Kumar,Suryakumar Yadav,Ishan Kishan,6,0,,,,,25,1
1,1,5,Mukesh Kumar,Suryakumar Yadav,Ishan Kishan,0,0,,run out,Suryakumar Yadav,Abishek Porel,25,2
1,1,6,Mukesh Kumar,Hardik Pandya,Ishan Kishan,1,0,,,,,26,2
1,2,1,Kuldeep Yadav,Hardik Pandya,Ishan Kishan,0,0,,,,,26,2
1,2,2,Kuldeep Yadav,Hardik Pandya,Ishan Kishan,4,0,,,,,30,2
1,2,3,Kuldeep Yadav,Hardik Pandya,Ishan Kishan,4,0,,,,,34,2
1,2,4,Kuldeep Yadav,Hardik Pandya,Ishan Kishan,0,0,,,,,34,2
1,2,5,Kuldeep Yadav,Hardik Pandya,Ishan Kishan,0,0,,,,,34,2
1,2,6,Kuldeep Yadav,Hardik Pandya,Ishan Kishan,2,0,,,,,36,2
1,3,1,Mukesh Kumar,Ishan Kishan,Hardik Pandya,2,0,,,,,38,2
1,3,2,Mukesh Kumar,Ishan Kishan,Hardik Pandya,4,0,,,,,42,2
1,3,3,Mukesh Kumar,Ishan Kishan,Hardik Pandya,0,0,,caught,Ishan Kishan,Jake Fraser-McGurk,42,3
1,3,4,Mukesh Kumar,Tilak Varma,Hardik Pandya,0,0,,,,,42,3
1,3,5,Mukesh Kumar,Tilak Varma,Hardik Pandya,0,0,,,,,42,3
1,3,6,Mukesh Kumar,Tilak Varma,Hardik Pandya,0,0,,,,,42,3
1,4,1,Mukesh Kumar,Hardik Pandya,Tilak Varma,2,0,,,,,44,3
1,4,2,Mukesh Kumar,Hardik Pandya,Tilak Varma,1,0,,,,,45,3
1,4,3,Mukesh Kumar,Tilak Varma,Hardik Pandya,1,0,,,,,46,3
1,4,4,Mukesh Kumar,Hardik Pandya,Tilak Varma,0,0,,,,,46,3
1,4,5,Mukesh Kumar,Hardik Pandya,Tilak Varma,0,0,,,,,46,3
1,4,6,Mukesh Kumar,Hardik Pandya,Tilak Varma,0,0,,,,,46,3
1,5,1,Anrich Nortje,Tilak Varma,Hardik Pandya,2,0,,,,,48,3
1,5,2,Anrich Nortje,Tilak Varma,Hardik Pandya,1,0,,,,,49,3
1,5,3,Anrich Nortje,Hardik Pandya,Tilak Varma,0,0,,,,,49,3
1,5,4,Anrich Nortje,Hardik Pandya,Tilak Varma,0,0,,run out,Hardik Pandya,Abishek Porel,49,4
1,5,5,Anrich Nortje,Naman Dhir,Tilak Varma,6,0,,,,,55,4
1,5,6,Anrich Nortje,Naman Dhir,Tilak Varma,1,0,,,,,56,4
1,6,1,Kuldeep Yadav,Naman Dhir,Tilak Varma,0,1,legbye,,,,57,4
1,6,2,Kuldeep Yadav,Naman Dhir,Tilak Varma,4,0,,,,,61,4
1,6,3,Kuldeep Yadav,Naman Dhir,Tilak Varma,0,0,,stumped,Naman Dhir,Jake Fraser-McGurk,61,5
1,6,4,Kuldeep Yadav,Romario Shepherd,Tilak Varma,4,0,,,,,65,5
1,6,5,Kuldeep Yadav,Romario Shepherd,Tilak Varma,2,0,,,,,67,5
1,6,6,Kuldeep Yadav,Romario Shepherd,Tilak Varma,3,0,,,,,70,5
1,7,1,Kuldeep Yadav,Romario Shepherd,Tilak Varma,3,0,,,,,73,5
1,7,2,Kuldeep Yadav,Tilak Varma,Romario Shepherd,4,0,,,,,77,5
1,7,3,Kuldeep Yadav,Tilak Varma,Romario Shepherd,4,0,,,,,81,5
1,7,4,Kuldeep Yadav,Tilak Varma,Romario Shepherd,3,0,,,,,84,5
1,7,5,Kuldeep Yadav,Romario Shepherd,Tilak Varma,4,0,,,,,88,5
1,7,6,Kuldeep Yadav,Romario Shepherd,Tilak Varma,1,0,,,,,89,5
1,8,1,Anrich Nortje,Romario Shepherd,Tilak Varma,1,0,,,,,90,5
1,8,2,Anrich Nortje,Tilak Varma,Romario Shepherd,1,0,,,,,91,5
1,8,3,Anrich Nortje,Romario Shepherd,Tilak Varma,0,0,,,,,91,5
1,8,4,Anrich Nortje,Romario Shepherd,Tilak Varma,1,0,,,,,92,5
1,8,5,Anrich Nortje,Tilak Varma,Romario Shepherd,0,0,,,,,92,5
1,8,6,Anrich Nortje,Tilak Varma,Romario Shepherd,4,0,,,,,96,5
1,9,1,Khaleel Ahmed,Romario Shepherd,Tilak Varma,0,0,,,,,96,5
1,9,2,Khaleel Ahmed,Romario Shepherd,Tilak Varma,4,0,,,,,100,5
1,9,3,Khaleel Ahmed,Romario Shepherd,Tilak Varma,1,0,,,,,101,5
