Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Gerald Coetzee,Yashasvi Jaiswal,Vaibhav Sooryavanshi,1,0,,,,,1,0
1,0,2,Gerald Coetzee,Vaibhav Sooryavanshi,Yashasvi Jaiswal,2,0,,,,,3,0
1,0,3,Gerald Coetzee,Vaibhav Sooryavanshi,Yashasvi Jaiswal,4,0,,,,,7,0
1,0,4,Gerald Coetzee,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,,,,7,0
1,0,5,Gerald Coetzee,Vaibhav Sooryavanshi,Yashasvi Jaiswal,0,0,,run out,Vaibhav Sooryavanshi,Romario Shepherd,7,1
1,0,6,Gerald Coetzee,Sanju Samson,Yashasvi Jaiswal,1,0,,,,,8,1
1,1,1,Akash Madhwal,Sanju Samson,Yashasvi Jaiswal,0,0,,,,,8,1
1,1,2,Akash Madhwal,Sanju Samson,Yashasvi Jaiswal,1,0,,,,,9,1
1,1,3,Akash Madhwal,Yashasvi Jaiswal,Sanju Samson,1,0,,,,,10,1
1,1,4,Akash Madhwal,Sanju Samson,Yashasvi Jaiswal,1,0,,,,,11,1
1,1,5,Akash Madhwal,Yashasvi Jaiswal,Sanju Samson,1,0,,,,,12,1
1,1,6,Akash Madhwal,Sanju Samson,Yashasvi Jaiswal,2,0,,,,,14,1
1,2,1,Piyush Chawla,Yashasvi Jaiswal,Sanju Samson,2,0,,,,,16,1
1,2,2,Piyush Chawla,Yashasvi Jaiswal,Sanju Samson,0,0,,,,,16,1
1,2,3,Piyush Chawla,Yashasvi Jaiswal,Sanju Samson,1,0,,,,,17,1
1,2,4,Piyush Chawla,Sanju Samson,Yashasvi Jaiswal,3,0,,,,,20,1
1,2,5,Piyush Chawla,Yashasvi Jaiswal,Sanju Samson,1,0,,,,,21,1
1,2,6,Piyush Chawla,Sanju Samson,Yashasvi Jaiswal,6,0,,,,,27,1
1,3,1,Romario Shepherd,Yashasvi Jaiswal,Sanju Samson,4,0,,,,,31,1
1,3,2,Romario Shepherd,Yashasvi Jaiswal,Sanju Samson,1,0,,,,,32,1
1,3,3,Romario Shepherd,Sanju Samson,Yashasvi Jaiswal,3,0,,,,,35,1
1,3,4,Romario Shepherd,Yashasvi Jaiswal,Sanju Samson,2,0,,,,,37,1
1,3,5,Romario Shepherd,Yashasvi Jaiswal,Sanju Samson,0,0,,stumped,Yashasvi Jaiswal,Naman Dhir,37,2
1,3,6,Romario Shepherd,Riyan Parag,Sanju Samson,4,0,,,,,41,2
1,4,1,Romario Shepherd,Sanju Samson,Riyan Parag,0,0,,lbw,Sanju Samson,Tilak Varma,41,3
1,4,2,Romario Shepherd,Shimron Hetmyer,Riyan Parag,4,0,,,,,45,3
1,4,3,Romario Shepherd,Shimron Hetmyer,Riyan Parag,0,0,,stumped,Shimron Hetmyer,Romario Shepherd,45,4
1,4,4,Romario Shepherd,Dhruv Jurel,Riyan Parag,0,0,,,,,45,4
1,4,5,Romario Shepherd,Dhruv Jurel,Riyan Parag,0,0,,,,,45,4
1,4,6,Romario Shepherd,Dhruv Jurel,Riyan Parag,1,0,,,,,46,4
1,5,1,Gerald Coetzee,Dhruv Jurel,Riyan Parag,6,0,,,,,52,4
1,5,2,Gerald Coetzee,Dhruv Jurel,Riyan Parag,0,0,,,,,52,4
1,5,3,Gerald Coetzee,Dhruv Jurel,Riyan Parag,0,1,bye,,,,53,4
1,5,4,Gerald Coetzee,Dhruv Jurel,Riyan Parag,1,0,,,,,54,4
1,5,5,Gerald Coetzee,Riyan Parag,Dhruv Jurel,4,0,,,,,58,4
1,5,6,Gerald Coetzee,Riyan Parag,Dhruv Jurel,4,0,,,,,62,4
1,6,1,Piyush Chawla,Dhruv Jurel,Riyan Parag,0,1,wide,,,,63,4
1,6,1,Piyush Chawla,Dhruv Jurel,Riyan Parag,4,0,,,,,67,4
1,6,2,Piyush Chawla,Dhruv Jurel,Riyan Parag,0,0,,,,,67,4
1,6,3,Piyush Chawla,Dhruv Jurel,Riyan Parag,2,0,,,,,69,4
1,6,4,Piyush Chawla,Dhruv Jurel,Riyan Parag,0,0,,,,,69,4
1,6,5,Piyush Chawla,Dhruv Jurel,Riyan Parag,0,0,,,,,69,4
1,6,6,Piyush Chawla,Dhruv Jurel,Riyan Parag,2,0,,,,,71,4
1,7,1,Gerald Coetzee,Riyan Parag,Dhruv Jurel,2,0,,,,,73,4
1,7,2,Gerald Coetzee,Riyan Parag,Dhruv Jurel,1,0,,,,,74,4
1,7,3,Gerald Coetzee,Dhruv Jurel,Riyan Parag,4,0,,,,,78,4
1,7,4,Gerald Coetzee,Dhruv Jurel,Riyan Parag,0,0,,,,,78,4
1,7,5,Gerald Coetzee,Dhruv Jurel,Riyan Parag,1,0,,,,,79,4
1,7,6,Gerald Coetzee,Riyan Parag,Dhruv Jurel,0,0,,,,,79,4
1,8,1,Akash Madhwal,Dhruv Jurel,Riyan Parag,2,0,,,,,81,4
1,8,2,Akash Madhwal,Dhruv Jurel,Riyan Parag,0,0,,,,,81,4
1,8,3,Akash Madhwal,Dhruv Jurel,Riyan Parag,2,0,,,,,83,4
1,8,4,Akash Madhwal,Dhruv Jurel,Riyan Parag,6,0,,,,,89,4
1,8,5,Akash Madhwal,Dhruv Jurel,Riyan Parag,6,0,,,,,95,4
1,8,6,Akash Madhwal,Dhruv Jurel,Riyan Parag,0,0,,,,,95,4
1,9,1,Jasprit Bumrah,Riyan Parag,Dhruv Jurel,3,0,,,,,98,4
1,9,2,Jasprit Bumrah,Dhruv Jurel,Riyan Parag,0,0,,run out,Dhruv Jurel,Suryakumar Yadav,98,5
1,9,3,Jasprit Bumrah,Ravichandran Ashwin,Riyan Parag,0,0,,,,,98,5
