Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Yash Thakur,Travis Head,Abhishek Sharma,1,0,,,,,1,0
1,0,2,Yash Thakur,Abhishek Sharma,Travis Head,3,0,,,,,4,0
1,0,3,Yash Thakur,Travis Head,Abhishek Sharma,3,0,,,,,7,0
1,0,4,Yash Thakur,Abhishek Sharma,Travis Head,1,0,,,,,8,0
1,0,5,Yash Thakur,Travis Head,Abhishek Sharma,0,0,,,,,8,0
1,0,6,Yash Thakur,Travis Head,Abhishek Sharma,0,0,,,,,8,0
1,1,1,Naveen-ul-Haq,Abhishek Sharma,Travis Head,4,0,,,,,12,0
1,1,2,Naveen-ul-Haq,Abhishek Sharma,Travis Head,0,0,,,,,12,0
1,1,3,Naveen-ul-Haq,Abhishek Sharma,Travis Head,0,0,,,,,12,0
1,1,4,Naveen-ul-Haq,Abhishek Sharma,Travis Head,1,0,,,,,13,0
1,1,5,Naveen-ul-Haq,Travis Head,Abhishek Sharma,3,0,,,,,16,0
1,1,6,Naveen-ul-Haq,Abhishek Sharma,Travis Head,3,0,,,,,19,0
1,2,1,Naveen-ul-Haq,Abhishek Sharma,Travis Head,1,0,,,,,20,0
1,2,2,Naveen-ul-Haq,Travis Head,Abhishek Sharma,1,0,,,,,21,0
1,2,3,Naveen-ul-Haq,Abhishek Sharma,Travis Head,4,0,,,,,25,0
1,2,4,Naveen-ul-Haq,Abhishek Sharma,Travis Head,0,0,,,,,25,0
1,2,5,Naveen-ul-Haq,Abhishek Sharma,Travis Head,2,0,,,,,27,0
1,2,6,Naveen-ul-Haq,Abhishek Sharma,Travis Head,3,0,,,,,30,0
1,3,1,Naveen-ul-Haq,Abhishek Sharma,Travis Head,1,0,,,,,31,0
1,3,2,Naveen-ul-Haq,Travis Head,Abhishek Sharma,0,0,,,,,31,0
1,3,3,Naveen-ul-Haq,Travis Head,Abhishek Sharma,6,0,,,,,37,0
1,3,4,Naveen-ul-Haq,Travis Head,Abhishek Sharma,0,0,,,,,37,0
1,3,5,Naveen-ul-Haq,Travis Head,Abhishek Sharma,1,0,,,,,38,0
1,3,6,Naveen-ul-Haq,Abhishek Sharma,Travis Head,3,0,,,,,41,0
1,4,1,Marcus Stoinis,Abhishek Sharma,Travis Head,2,0,,,,,43,0
1,4,2,Marcus Stoinis,Abhishek Sharma,Travis Head,2,0,,,,,45,0
1,4,3,Marcus Stoinis,Abhishek Sharma,Travis Head,1,0,,,,,46,0
1,4,4,Marcus Stoinis,Travis Head,Abhishek Sharma,3,0,,,,,49,0
1,4,5,Marcus Stoinis,Abhishek Sharma,Travis Head,1,0,,,,,50,0
1,4,6,Marcus Stoinis,Travis Head,Abhishek Sharma,2,0,,,,,52,0
1,5,1,Yash Thakur,Abhishek Sharma,Travis Head,0,0,,,,,52,0
1,5,2,Yash Thakur,Abhishek Sharma,Travis Head,0,0,,,,,52,0
1,5,3,Yash Thakur,Abhishek Sharma,Travis Head,0,0,,,,,52,0
1,5,4,Yash Thakur,Abhishek Sharma,Travis Head,1,0,,,,,53,0
1,5,5,Yash Thakur,Travis Head,Abhishek Sharma,1,0,,,,,54,0
1,5,6,Yash Thakur,Abhishek Sharma,Travis Head,0,0,,,,,54,0
1,6,1,Ravi Bishnoi,Travis Head,Abhishek Sharma,1,0,,,,,55,0
1,6,2,Ravi Bishnoi,Abhishek Sharma,Travis Head,0,0,,,,,55,0
1,6,3,Ravi Bishnoi,Abhishek Sharma,Travis Head,1,0,,,,,56,0
1,6,4,Ravi Bishnoi,Travis Head,Abhishek Sharma,0,0,,,,,56,0
1,6,5,Ravi Bishnoi,Travis Head,Abhishek Sharma,6,0,,,,,62,0
1,6,6,Ravi Bishnoi,Travis Head,Abhishek Sharma,1,0,,,,,63,0
1,7,1,Marcus Stoinis,Travis Head,Abhishek Sharma,1,0,,,,,64,0
1,7,2,Marcus Stoinis,Abhishek Sharma,Travis Head,0,0,,,,,64,0
1,7,3,Marcus Stoinis,Abhishek Sharma,Travis Head,1,0,,,,,65,0
1,7,4,Marcus Stoinis,Travis Head,Abhishek Sharma,2,0,,,,,67,0
1,7,5,Marcus Stoinis,Travis Head,Abhishek Sharma,6,0,,,,,73,0
1,7,6,Marcus Stoinis,Travis Head,Abhishek Sharma,0,0,,,,,73,0
1,8,1,Yash Thakur,Abhishek Sharma,Travis Head,2,0,,,,,75,0
1,8,2,Yash Thakur,Abhishek Sharma,Travis Head,0,0,,,,,75,0
1,8,3,Yash Thakur,Abhishek Sharma,Travis Head,2,0,,,,,77,0
1,8,4,Yash Thakur,Abhishek Sharma,Travis Head,2,0,,,,,79,0
1,8,5,Yash Thakur,Abhishek Sharma,Travis Head,4,0,,,,,83,0
1,8,6,Yash Thakur,Abhishek Sharma,Travis Head,3,0,,,,,86,0
1,9,1,Marcus Stoinis,Abhishek Sharma,Travis Head,1,0,,,,,87,0
1,9,2,Marcus Stoinis,Travis Head,Abhishek Sharma,2,0,,,,,89,0
1,9,3,Marcus Stoinis,Travis Head,Abhishek Sharma,0,0,,,,,89,0
1,9,4,Marcus Stoinis,Travis Head,Abhishek Sharma,0,0,,run out,Abhishek Sharma,Krunal Pandya,89,1
1,9,5,Marcus Stoinis,Travis Head,Heinrich Klaasen,0,0,,,,,89,1
1,9,6,Marcus Stoinis,Travis Head,Heinrich Klaasen,2,0,,,,,91,1
1,10,1,Mohsin Khan,Heinrich Klaasen,Travis Head,6,0,,,,,97,1
1,10,2,Mohsin Khan,Heinrich Klaasen,Travis Head,2,0,,,,,99,1
1,10,3,Mohsin Khan,Heinrich Klaasen,Travis Head,1,0,,,,,100,1
1,10,4,Mohsin Khan,Travis Head,Heinrich Klaasen,4,0,,,,,104,1
1,10,5,Mohsin Khan,Travis Head,Heinrich Klaasen,0,0,,,,,104,1
1,10,6,Mohsin Khan,Travis Head,Heinrich Klaasen,6,0,,,,,110,1
1,11,1,Yash Thakur,Heinrich Klaasen,Travis Head,4,0,,,,,114,1
1,11,2,Yash Thakur,Heinrich Klaasen,Travis Head,3,0,,,,,117,1
1,11,3,Yash Thakur,Travis Head,Heinrich Klaasen,1,0,,,,,118,1
1,11,4,Yash Thakur,Heinrich Klaasen,Travis Head,2,0,,,,,120,1
1,11,5,Yash Thakur,Heinrich Klaasen,Travis Head,0,0,,,,,120,1
1,11,6,Yash Thakur,Heinrich Klaasen,Travis Head,1,0,,,,,121,1
1,12,1,Mohsin Khan,Heinrich Klaasen,Travis Head,0,0,,,,,121,1
1,12,2,Mohsin Khan,Heinrich Klaasen,Travis Head,0,0,,,,,121,1
1,12,3,Mohsin Khan,Heinrich Klaasen,Travis Head,1,0,,,,,122,1
1,12,4,Mohsin Khan,Travis Head,Heinrich Klaasen,0,0,,,,,122,1
1,12,5,Mohsin Khan,Travis Head,Heinrich Klaasen,1,0,,,,,123,1
1,12,6,Mohsin Khan,Heinrich Klaasen,Travis Head,1,0,,,,,124,1
1,13,1,Naveen-ul-Haq,Heinrich Klaasen,Travis Head,2,0,,,,,126,1
1,13,2,Naveen-ul-Haq,Heinrich Klaasen,Travis Head,4,0,,,,,130,1
1,13,3,Naveen-ul-Haq,Heinrich Klaasen,Travis Head,2,0,,,,,132,1
1,13,4,Naveen-ul-Haq,Heinrich Klaasen,Travis Head,4,0,,,,,136,1
1,13,5,Naveen-ul-Haq,Heinrich Klaasen,Travis Head,3,0,,,,,139,1
1,13,6,Naveen-ul-Haq,Travis Head,Heinrich Klaasen,0,0,,,,,139,1
1,14,1,Ravi Bishnoi,Heinrich Klaasen,Travis Head,1,0,,,,,140,1
1,14,2,Ravi Bishnoi,Travis Head,Heinrich Klaasen,2,0,,,,,142,1
