Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Kagiso Rabada,Shikhar Dhawan,Jonny Bairstow,1,0,,,,,1,0
1,0,2,Kagiso Rabada,Jonny Bairstow,Shikhar Dhawan,1,0,,,,,2,0
1,0,3,Kagiso Rabada,Shikhar Dhawan,Jonny Bairstow,1,0,,,,,3,0
1,0,4,Kagiso Rabada,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,3,0
1,0,5,Kagiso Rabada,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,3,0
1,0,6,Kagiso Rabada,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,3,0
1,1,1,Washington Sundar,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,3,0
1,1,2,Washington Sundar,Shikhar Dhawan,Jonny Bairstow,2,0,,,,,5,0
1,1,3,Washington Sundar,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,5,0
1,1,4,Washington Sundar,Shikhar Dhawan,Jonny Bairstow,2,0,,,,,7,0
1,1,5,Washington Sundar,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,7,0
1,1,6,Washington Sundar,Shikhar Dhawan,Jonny Bairstow,2,0,,,,,9,0
1,2,1,Washington Sundar,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,9,0
1,2,2,Washington Sundar,Jonny Bairstow,Shikhar Dhawan,0,0,,bowled,Jonny Bairstow,Washington Sundar,9,1
1,2,3,Washington Sundar,Liam Livingstone,Shikhar Dhawan,0,0,,,,,9,1
1,2,4,Washington Sundar,Liam Livingstone,Shikhar Dhawan,1,0,,,,,10,1
1,2,5,Washington Sundar,Shikhar Dhawan,Liam Livingstone,2,0,,,,,12,1
1,2,6,Washington Sundar,Shikhar Dhawan,Liam Livingstone,0,0,,,,,12,1
1,3,1,Mohammed Siraj,Liam Livingstone,Shikhar Dhawan,2,0,,,,,14,1
1,3,2,Mohammed Siraj,Liam Livingstone,Shikhar Dhawan,0,1,wide,,,,15,1
1,3,2,Mohammed Siraj,Liam Livingstone,Shikhar Dhawan,4,0,,,,,19,1
1,3,3,Mohammed Siraj,Liam Livingstone,Shikhar Dhawan,0,0,,,,,19,1
1,3,4,Mohammed Siraj,Liam Livingstone,Shikhar Dhawan,0,0,,,,,19,1
1,3,5,Mohammed Siraj,Liam Livingstone,Shikhar Dhawan,3,0,,,,,22,1
1,3,6,Mohammed Siraj,Shikhar Dhawan,Liam Livingstone,2,0,,,,,24,1
1,4,1,Arshad Khan,Liam Livingstone,Shikhar Dhawan,1,0,,,,,25,1
1,4,2,Arshad Khan,Shikhar Dhawan,Liam Livingstone,2,0,,,,,27,1
1,4,3,Arshad Khan,Shikhar Dhawan,Liam Livingstone,0,0,,,,,27,1
1,4,4,Arshad Khan,Shikhar Dhawan,Liam Livingstone,0,0,,,,,27,1
1,4,5,Arshad Khan,Shikhar Dhawan,Liam Livingstone,1,0,,,,,28,1
1,4,6,Arshad Khan,Liam Livingstone,Shikhar Dhawan,2,0,,,,,30,1
1,5,1,Jason Holder,Shikhar Dhawan,Liam Livingstone,0,0,,,,,30,1
1,5,2,Jason Holder,Shikhar Dhawan,Liam Livingstone,0,0,,,,,30,1
1,5,3,Jason Holder,Shikhar Dhawan,Liam Livingstone,0,0,,,,,30,1
1,5,4,Jason Holder,Shikhar Dhawan,Liam Livingstone,1,0,,,,,31,1
1,5,5,Jason Holder,Liam Livingstone,Shikhar Dhawan,6,0,,,,,37,1
1,5,6,Jason Holder,Liam Livingstone,Shikhar Dhawan,0,0,,,,,37,1
1,6,1,Kagiso Rabada,Shikhar Dhawan,Liam Livingstone,0,0,,,,,37,1
1,6,2,Kagiso Rabada,Shikhar Dhawan,Liam Livingstone,0,0,,,,,37,1
1,6,3,Kagiso Rabada,Shikhar Dhawan,Liam Livingstone,2,0,,,,,39,1
1,6,4,Kagiso Rabada,Shikhar Dhawan,Liam Livingstone,4,0,,,,,43,1
1,6,5,Kagiso Rabada,Shikhar Dhawan,Liam Livingstone,1,0,,,,,44,1
1,6,6,Kagiso Rabada,Liam Livingstone,Shikhar Dhawan,2,0,,,,,46,1
1,7,1,Mohammed Siraj,Shikhar Dhawan,Liam Livingstone,0,0,,,,,46,1
1,7,2,Mohammed Siraj,Shikhar Dhawan,Liam Livingstone,2,0,,,,,48,1
1,7,3,Mohammed Siraj,Shikhar Dhawan,Liam Livingstone,0,0,,,,,48,1
1,7,4,Mohammed Siraj,Shikhar Dhawan,Liam Livingstone,2,0,,,,,50,1
1,7,5,Mohammed Siraj,Shikhar Dhawan,Liam Livingstone,2,0,,,,,52,1
1,7,6,Mohammed Siraj,Shikhar Dhawan,Liam Livingstone,3,0,,,,,55,1
1,8,1,Arshad Khan,Shikhar Dhawan,Liam Livingstone,0,0,,,,,55,1
1,8,2,Arshad Khan,Shikhar Dhawan,Liam Livingstone,0,0,,,,,55,1
1,8,3,Arshad Khan,Shikhar Dhawan,Liam Livingstone,2,0,,,,,57,1
1,8,4,Arshad Khan,Shikhar Dhawan,Liam Livingstone,0,0,,caught,Shikhar Dhawan,Arshad Khan,57,2
1,8,5,Arshad Khan,Sam Curran,Liam Livingstone,0,0,,,,,57,2
1,8,6,Arshad Khan,Sam Curran,Liam Livingstone,0,0,,,,,57,2
1,9,1,Jason Holder,Liam Livingstone,Sam Curran,2,0,,,,,59,2
