Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Harshit Rana,Shubman Gill,Sai Sudharsan,0,0,,,,,0,0
1,0,2,Harshit Rana,Shubman Gill,Sai Sudharsan,4,0,,,,,4,0
1,0,3,Harshit Rana,Shubman Gill,Sai Sudharsan,3,0,,,,,7,0
1,0,4,Harshit Rana,Sai Sudharsan,Shubman Gill,1,0,,,,,8,0
1,0,5,Harshit Rana,Shubman Gill,Sai Sudharsan,0,0,,,,,8,0
1,0,6,Harshit Rana,Shubman Gill,Sai Sudharsan,2,0,,,,,10,0
1,1,1,Sunil Narine,Sai Sudharsan,Shubman Gill,2,0,,,,,12,0
1,1,2,Sunil Narine,Sai Sudharsan,Shubman Gill,0,0,,,,,12,0
1,1,3,Sunil Narine,Sai Sudharsan,Shubman Gill,0,0,,lbw,Sai Sudharsan,Ramandeep Singh,12,1
1,1,4,Sunil Narine,Nishant Sindhu,Shubman Gill,0,0,,,,,12,1
1,1,5,Sunil Narine,Nishant Sindhu,Shubman Gill,4,0,,,,,16,1
1,1,6,Sunil Narine,Nishant Sindhu,Shubman Gill,3,0,,,,,19,1
1,2,1,Vaibhav Arora,Nishant Sindhu,Shubman Gill,3,0,,,,,22,1
1,2,2,Vaibhav Arora,Shubman Gill,Nishant Sindhu,0,0,,run out,Shubman Gill,Andre Russell,22,2
1,2,3,Vaibhav Arora,Jos Buttler,Nishant Sindhu,0,1,wide,,,,23,2
1,2,3,Vaibhav Arora,Jos Buttler,Nishant Sindhu,4,0,,,,,27,2
1,2,4,Vaibhav Arora,Jos Buttler,Nishant Sindhu,6,0,,,,,33,2
1,2,5,Vaibhav Arora,Jos Buttler,Nishant Sindhu,0,0,,,,,33,2
1,2,6,Vaibhav Arora,Jos Buttler,Nishant Sindhu,0,0,,,,,33,2
1,3,1,Harshit Rana,Nishant Sindhu,Jos Buttler,0,0,,,,,33,2
1,3,2,Harshit Rana,Nishant Sindhu,Jos Buttler,0,0,,,,,33,2
1,3,3,Harshit Rana,Nishant Sindhu,Jos Buttler,2,0,,,,,35,2
1,3,4,Harshit Rana,Nishant Sindhu,Jos Buttler,0,0,,,,,35,2
1,3,5,Harshit Rana,Nishant Sindhu,Jos Buttler,0,0,,,,,35,2
1,3,6,Harshit Rana,Nishant Sindhu,Jos Buttler,0,0,,,,,35,2
1,4,1,Vaibhav Arora,Jos Buttler,Nishant Sindhu,1,0,,,,,36,2
1,4,2,Vaibhav Arora,Nishant Sindhu,Jos Buttler,2,0,,,,,38,2
1,4,3,Vaibhav Arora,Nishant Sindhu,Jos Buttler,0,0,,,,,38,2
1,4,4,Vaibhav Arora,Nishant Sindhu,Jos Buttler,0,0,,,,,38,2
1,4,5,Vaibhav Arora,Nishant Sindhu,Jos Buttler,6,0,,,,,44,2
1,4,6,Vaibhav Arora,Nishant Sindhu,Jos Buttler,1,0,,,,,45,2
1,5,1,Andre Russell,Nishant Sindhu,Jos Buttler,0,0,,,,,45,2
1,5,2,Andre Russell,Nishant Sindhu,Jos Buttler,2,0,,,,,47,2
1,5,3,Andre Russell,Nishant Sindhu,Jos Buttler,0,0,,,,,47,2
1,5,4,Andre Russell,Nishant Sindhu,Jos Buttler,0,0,,,,,47,2
1,5,5,Andre Russell,Nishant Sindhu,Jos Buttler,0,1,wide,,,,48,2
1,5,5,Andre Russell,Nishant Sindhu,Jos Buttler,0,0,,lbw,Nishant Sindhu,Angkrish Raghuvanshi,48,3
1,5,6,Andre Russell,Washington Sundar,Jos Buttler,2,0,,,,,50,3
1,6,1,Vaibhav Arora,Jos Buttler,Washington Sundar,2,0,,,,,52,3
1,6,2,Vaibhav Arora,Jos Buttler,Washington Sundar,4,0,,,,,56,3
1,6,3,Vaibhav Arora,Jos Buttler,Washington Sundar,1,0,,,,,57,3
1,6,4,Vaibhav Arora,Washington Sundar,Jos Buttler,0,1,wide,,,,58,3
1,6,4,Vaibhav Arora,Washington Sundar,Jos Buttler,4,0,,,,,62,3
1,6,5,Vaibhav Arora,Washington Sundar,Jos Buttler,3,0,,,,,65,3
1,6,6,Vaibhav Arora,Jos Buttler,Washington Sundar,0,0,,stumped,Jos Buttler,Phil Salt,65,4
1,7,1,Andre Russell,Washington Sundar,Arshad Khan,0,1,legbye,,,,66,4
1,7,2,Andre Russell,Washington Sundar,Arshad Khan,0,0,,,,,66,4
1,7,3,Andre Russell,Washington Sundar,Arshad Khan,4,0,,,,,70,4
1,7,4,Andre Russell,Washington Sundar,Arshad Khan,1,0,,,,,71,4
1,7,5,Andre Russell,Arshad Khan,Washington Sundar,0,0,,,,,71,4
1,7,6,Andre Russell,Arshad Khan,Washington Sundar,6,0,,,,,77,4
1,8,1,Andre Russell,Washington Sundar,Arshad Khan,0,0,,,,,77,4
1,8,2,Andre Russell,Washington Sundar,Arshad Khan,0,0,,,,,77,4
1,8,3,Andre Russell,Washington Sundar,Arshad Khan,1,0,,,,,78,4
1,8,4,Andre Russell,Arshad Khan,Washington Sundar,1,0,,,,,79,4
1,8,5,Andre Russell,Washington Sundar,Arshad Khan,0,1,noball,,,,80,4
1,8,5,Andre Russell,Washington Sundar,Arshad Khan,1,0,,,,,81,4
1,8,6,Andre Russell,Arshad Khan,Washington Sundar,0,0,,run out,Arshad Khan,Sunil Narine,81,5
1,9,1,Vaibhav Arora,Washington Sundar,Rahul Tewatia,0,0,,,,,81,5
1,9,2,Vaibhav Arora,Washington Sundar,Rahul Tewatia,6,0,,,,,87,5
1,9,3,Vaibhav Arora,Washington Sundar,Rahul Tewatia,0,0,,,,,87,5
1,9,4,Vaibhav Arora,Washington Sundar,Rahul Tewatia,1,0,,,,,88,5
1,9,5,Vaibhav Arora,Rahul Tewatia,Washington Sundar,0,0,,,,,88,5
1,9,6,Vaibhav Arora,Rahul Tewatia,Washington Sundar,4,0,,,,,92,5
1,10,1,Andre Russell,Washington Sundar,Rahul Tewatia,1,0,,,,,93,5
1,10,2,Andre Russell,Rahul Tewatia,Washington Sundar,6,0,,,,,99,5
