Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Sandeep Sharma,Travis Head,Abhishek Sharma,0,0,,lbw,Travis Head,Dhruv Jurel,0,1
1,0,2,Sandeep Sharma,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,0,1
1,0,3,Sandeep Sharma,Heinrich Klaasen,Abhishek Sharma,4,0,,,,,4,1
1,0,4,Sandeep Sharma,Heinrich Klaasen,Abhishek Sharma,1,0,,,,,5,1
1,0,5,Sandeep Sharma,Abhishek Sharma,Heinrich Klaasen,3,0,,,,,8,1
1,0,6,Sandeep Sharma,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,8,1
1,1,1,Trent Boult,Abhishek Sharma,Heinrich Klaasen,2,0,,,,,10,1
1,1,2,Trent Boult,Abhishek Sharma,Heinrich Klaasen,4,0,,,,,14,1
1,1,3,Trent Boult,Abhishek Sharma,Heinrich Klaasen,2,0,,,,,16,1
1,1,4,Trent Boult,Abhishek Sharma,Heinrich Klaasen,4,0,,,,,20,1
1,1,5,Trent Boult,Abhishek Sharma,Heinrich Klaasen,0,0,,,,,20,1
1,1,6,Trent Boult,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,21,1
1,2,1,Trent Boult,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,22,1
1,2,2,Trent Boult,Heinrich Klaasen,Abhishek Sharma,4,0,,,,,26,1
1,2,3,Trent Boult,Heinrich Klaasen,Abhishek Sharma,1,0,,,,,27,1
1,2,4,Trent Boult,Abhishek Sharma,Heinrich Klaasen,3,0,,,,,30,1
1,2,5,Trent Boult,Heinrich Klaasen,Abhishek Sharma,0,1,legbye,,,,31,1
1,2,6,Trent Boult,Heinrich Klaasen,Abhishek Sharma,6,0,,,,,37,1
1,3,1,Trent Boult,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,38,1
1,3,2,Trent Boult,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,38,1
1,3,3,Trent Boult,Heinrich Klaasen,Abhishek Sharma,4,0,,,,,42,1
1,3,4,Trent Boult,Heinrich Klaasen,Abhishek Sharma,2,0,,,,,44,1
1,3,5,Trent Boult,Heinrich Klaasen,Abhishek Sharma,0,0,,run out,Abhishek Sharma,Yashasvi Jaiswal,44,2
1,3,6,Trent Boult,Heinrich Klaasen,Nitish Reddy,0,0,,,,,44,2
1,4,1,Sandeep Sharma,Nitish Reddy,Heinrich Klaasen,4,0,,,,,48,2
1,4,2,Sandeep Sharma,Nitish Reddy,Heinrich Klaasen,0,0,,,,,48,2
1,4,3,Sandeep Sharma,Nitish Reddy,Heinrich Klaasen,0,0,,,,,48,2
1,4,4,Sandeep Sharma,Nitish Reddy,Heinrich Klaasen,1,0,,,,,49,2
1,4,5,Sandeep Sharma,Heinrich Klaasen,Nitish Reddy,0,0,,,,,49,2
1,4,6,Sandeep Sharma,Heinrich Klaasen,Nitish Reddy,3,0,,,,,52,2
1,5,1,Trent Boult,Heinrich Klaasen,Nitish Reddy,2,0,,,,,54,2
1,5,2,Trent Boult,Heinrich Klaasen,Nitish Reddy,3,0,,,,,57,2
1,5,3,Trent Boult,Nitish Reddy,Heinrich Klaasen,2,0,,,,,59,2
1,5,4,Trent Boult,Nitish Reddy,Heinrich Klaasen,2,0,,,,,61,2
1,5,5,Trent Boult,Nitish Reddy,Heinrich Klaasen,2,0,,,,,63,2
