Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Mohsin Khan,Rishabh Pant,David Warner,0,1,wide,,,,1,0
1,0,1,Mohsin Khan,Rishabh Pant,David Warner,0,0,,,,,1,0
1,0,2,Mohsin Khan,Rishabh Pant,David Warner,4,0,,,,,5,0
1,0,3,Mohsin Khan,Rishabh Pant,David Warner,1,0,,,,,6,0
1,0,4,Mohsin Khan,David Warner,Rishabh Pant,1,0,,,,,7,0
1,0,5,Mohsin Khan,Rishabh Pant,David Warner,0,0,,,,,7,0
1,0,6,Mohsin Khan,Rishabh Pant,David Warner,0,1,bye,,,,8,0
1,1,1,Naveen-ul-Haq,David Warner,Rishabh Pant,1,0,,,,,9,0
1,1,2,Naveen-ul-Haq,Rishabh Pant,David Warner,1,0,,,,,10,0
1,1,3,Naveen-ul-Haq,David Warner,Rishabh Pant,4,0,,,,,14,0
1,1,4,Naveen-ul-Haq,David Warner,Rishabh Pant,0,0,,,,,14,0
1,1,5,Naveen-ul-Haq,David Warner,Rishabh Pant,0,0,,lbw,David Warner,Ayush Badoni,14,1
1,1,6,Naveen-ul-Haq,Prithvi Shaw,Rishabh Pant,0,0,,,,,14,1
1,2,1,Ravi Bishnoi,Rishabh Pant,Prithvi Shaw,2,0,,,,,16,1
1,2,2,Ravi Bishnoi,Rishabh Pant,Prithvi Shaw,0,0,,,,,16,1
1,2,3,Ravi Bishnoi,Rishabh Pant,Prithvi Shaw,0,0,,,,,16,1
1,2,4,Ravi Bishnoi,Rishabh Pant,Prithvi Shaw,6,0,,,,,22,1
1,2,5,Ravi Bishnoi,Rishabh Pant,Prithvi Shaw,1,0,,,,,23,1
1,2,6,Ravi Bishnoi,Prithvi Shaw,Rishabh Pant,2,0,,,,,25,1
1,3,1,Naveen-ul-Haq,Rishabh Pant,Prithvi Shaw,3,0,,,,,28,1
1,3,2,Naveen-ul-Haq,Prithvi Shaw,Rishabh Pant,2,0,,,,,30,1
1,3,3,Naveen-ul-Haq,Prithvi Shaw,Rishabh Pant,0,0,,,,,30,1
1,3,4,Naveen-ul-Haq,Prithvi Shaw,Rishabh Pant,0,0,,,,,30,1
1,3,5,Naveen-ul-Haq,Prithvi Shaw,Rishabh Pant,0,0,,,,,30,1
1,3,6,Naveen-ul-Haq,Prithvi Shaw,Rishabh Pant,0,0,,,,,30,1
1,4,1,Mohsin Khan,Rishabh Pant,Prithvi Shaw,2,0,,,,,32,1
1,4,2,Mohsin Khan,Rishabh Pant,Prithvi Shaw,0,0,,,,,32,1
1,4,3,Mohsin Khan,Rishabh Pant,Prithvi Shaw,2,0,,,,,34,1
1,4,4,Mohsin Khan,Rishabh Pant,Prithvi Shaw,0,0,,bowled,Rishabh Pant,Deepak Hooda,34,2
1,4,5,Mohsin Khan,Jake Fraser-McGurk,Prithvi Shaw,1,0,,,,,35,2
1,4,6,Mohsin Khan,Prithvi Shaw,Jake Fraser-McGurk,0,1,noball,,,,36,2
1,4,6,Mohsin Khan,Prithvi Shaw,Jake Fraser-McGurk,2,0,,,,,38,2
1,5,1,Yash Thakur,Jake Fraser-McGurk,Prithvi Shaw,0,0,,run out,Prithvi Shaw,Nicholas Pooran,38,3
1,5,2,Yash Thakur,Jake Fraser-McGurk,Tristan Stubbs,1,0,,,,,39,3
1,5,3,Yash Thakur,Tristan Stubbs,Jake Fraser-McGurk,0,0,,,,,39,3
1,5,4,Yash Thakur,Tristan Stubbs,Jake Fraser-McGurk,4,0,,,,,43,3
1,5,5,Yash Thakur,Tristan Stubbs,Jake Fraser-McGurk,2,0,,,,,45,3
1,5,6,Yash Thakur,Tristan Stubbs,Jake Fraser-McGurk,0,0,,,,,45,3
1,6,1,Mohsin Khan,Jake Fraser-McGurk,Tristan Stubbs,0,0,,bowled,Jake Fraser-McGurk,Deepak Hooda,45,4
1,6,2,Mohsin Khan,Axar Patel,Tristan Stubbs,2,0,,,,,47,4
1,6,3,Mohsin Khan,Axar Patel,Tristan Stubbs,3,0,,,,,50,4
1,6,4,Mohsin Khan,Tristan Stubbs,Axar Patel,2,0,,,,,52,4
1,6,5,Mohsin Khan,Tristan Stubbs,Axar Patel,0,0,,,,,52,4
1,6,6,Mohsin Khan,Tristan Stubbs,Axar Patel,1,0,,,,,53,4
1,7,1,Marcus Stoinis,Tristan Stubbs,Axar Patel,0,0,,,,,53,4
1,7,2,Marcus Stoinis,Tristan Stubbs,Axar Patel,1,0,,,,,54,4
1,7,3,Marcus Stoinis,Axar Patel,Tristan Stubbs,0,0,,,,,54,4
1,7,4,Marcus Stoinis,Axar Patel,Tristan Stubbs,4,0,,,,,58,4
1,7,5,Marcus Stoinis,Axar Patel,Tristan Stubbs,1,0,,,,,59,4
1,7,6,Marcus Stoinis,Tristan Stubbs,Axar Patel,6,0,,,,,65,4
1,8,1,Mohsin Khan,Axar Patel,Tristan Stubbs,0,0,,,,,65,4
1,8,2,Mohsin Khan,Axar Patel,Tristan Stubbs,1,0,,,,,66,4
1,8,3,Mohsin Khan,Tristan Stubbs,Axar Patel,1,0,,,,,67,4
1,8,4,Mohsin Khan,Axar Patel,Tristan Stubbs,1,0,,,,,68,4
1,8,5,Mohsin Khan,Tristan Stubbs,Axar Patel,0,0,,,,,68,4
1,8,6,Mohsin Khan,Tristan Stubbs,Axar Patel,0,0,,,,,68,4
1,9,1,Mohsin Khan,Axar Patel,Tristan Stubbs,0,0,,,,,68,4
1,9,2,Mohsin Khan,Axar Patel,Tristan Stubbs,0,0,,,,,68,4
1,9,3,Mohsin Khan,Axar Patel,Tristan Stubbs,2,0,,,,,70,4
1,9,4,Mohsin Khan,Axar Patel,Tristan Stubbs,1,0,,,,,71,4
1,9,5,Mohsin Khan,Tristan Stubbs,Axar Patel,4,0,,,,,75,4
1,9,6,Mohsin Khan,Tristan Stubbs,Axar Patel,0,1,wide,,,,76,4
1,9,6,Mohsin Khan,Tristan Stubbs,Axar Patel,0,0,,,,,76,4
1,10,1,Naveen-ul-Haq,Axar Patel,Tristan Stubbs,1,0,,,,,77,4
1,10,2,Naveen-ul-Haq,Tristan Stubbs,Axar Patel,0,0,,,,,77,4
1,10,3,Naveen-ul-Haq,Tristan Stubbs,Axar Patel,0,0,,,,,77,4
1,10,4,Naveen-ul-Haq,Tristan Stubbs,Axar Patel,4,0,,,,,81,4
1,10,5,Naveen-ul-Haq,Tristan Stubbs,Axar Patel,4,0,,,,,85,4
1,10,6,Naveen-ul-Haq,Tristan Stubbs,Axar Patel,0,0,,caught,Tristan Stubbs,Nicholas Pooran,85,5
1,11,1,Ravi Bishnoi,Axar Patel,Abishek Porel,1,0,,,,,86,5
1,11,2,Ravi Bishnoi,Abishek Porel,Axar Patel,0,0,,,,,86,5
1,11,3,Ravi Bishnoi,Abishek Porel,Axar Patel,4,0,,,,,90,5
1,11,4,Ravi Bishnoi,Abishek Porel,Axar Patel,4,0,,,,,94,5
1,11,5,Ravi Bishnoi,Abishek Porel,Axar Patel,6,0,,,,,100,5
1,11,6,Ravi Bishnoi,Abishek Porel,Axar Patel,0,1,noball,,,,101,5
1,11,6,Ravi Bishnoi,Abishek Porel,Axar Patel,1,0,,,,,102,5
1,12,1,Marcus Stoinis,Abishek Porel,Axar Patel,6,0,,,,,108,5
1,12,2,Marcus Stoinis,Abishek Porel,Axar Patel,1,0,,,,,109,5
1,12,3,Marcus Stoinis,Axar Patel,Abishek Porel,6,0,,,,,115,5
1,12,4,Marcus Stoinis,Axar Patel,Abishek Porel,0,0,,,,,115,5
1,12,5,Marcus Stoinis,Axar Patel,Abishek Porel,0,1,wide,,,,116,5
1,12,5,Marcus Stoinis,Axar Patel,Abishek Porel,0,0,,,,,116,5
1,12,6,Marcus Stoinis,Axar Patel,Abishek Porel,1,0,,,,,117,5
1,13,1,Mohsin Khan,Axar Patel,Abishek Porel,0,1,bye,,,,118,5
1,13,2,Mohsin Khan,Axar Patel,Abishek Porel,4,0,,,,,122,5
1,13,3,Mohsin Khan,Axar Patel,Abishek Porel,0,0,,,,,122,5
1,13,4,Mohsin Khan,Axar Patel,Abishek Porel,2,0,,,,,124,5
1,13,5,Mohsin Khan,Axar Patel,Abishek Porel,3,0,,,,,127,5
1,13,6,Mohsin Khan,Abishek Porel,Axar Patel,0,0,,,,,127,5
1,14,1,Yash Thakur,Axar Patel,Abishek Porel,0,0,,,,,127,5
1,14,2,Yash Thakur,Axar Patel,Abishek Porel,0,0,,,,,127,5
1,14,3,Yash Thakur,Axar Patel,Abishek Porel,0,1,bye,,,,128,5
1,14,4,Yash Thakur,Axar Patel,Abishek Porel,0,0,,,,,128,5
1,14,5,Yash Thakur,Axar Patel,Abishek Porel,1,0,,,,,129,5
1,14,6,Yash Thakur,Abishek Porel,Axar Patel,0,0,,,,,129,5
1,15,1,Mohsin Khan,Axar Patel,Abishek Porel,1,0,,,,,130,5
1,15,2,Mohsin Khan,Abishek Porel,Axar Patel,4,0,,,,,134,5
1,15,3,Mohsin Khan,Abishek Porel,Axar Patel,2,0,,,,,136,5
1,15,4,Mohsin Khan,Abishek Porel,Axar Patel,0,0,,,,,136,5
1,15,5,Mohsin Khan,Abishek Porel,Axar Patel,1,0,,,,,137,5
1,15,6,Mohsin Khan,Axar Patel,Abishek Porel,2,0,,,,,139,5
1,16,1,Naveen-ul-Haq,Abishek Porel,Axar Patel,0,0,,,,,139,5
1,16,2,Naveen-ul-Haq,Abishek Porel,Axar Patel,1,0,,,,,140,5
1,16,3,Naveen-ul-Haq,Axar Patel,Abishek Porel,1,0,,,,,141,5
1,16,4,Naveen-ul-Haq,Abishek Porel,Axar Patel,1,0,,,,,142,5
