Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Axar Patel,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,0,0
1,0,2,Axar Patel,Shikhar Dhawan,Jonny Bairstow,0,0,,,,,0,0
1,0,3,Axar Patel,Shikhar Dhawan,Jonny Bairstow,4,0,,,,,4,0
1,0,4,Axar Patel,Shikhar Dhawan,Jonny Bairstow,1,0,,,,,5,0
1,0,5,Axar Patel,Jonny Bairstow,Shikhar Dhawan,0,0,,stumped,Jonny Bairstow,Jake Fraser-McGurk,5,1
1,0,6,Axar Patel,Liam Livingstone,Shikhar Dhawan,1,0,,,,,6,1
1,1,1,Mukesh Kumar,Liam Livingstone,Shikhar Dhawan,0,0,,,,,6,1
1,1,2,Mukesh Kumar,Liam Livingstone,Shikhar Dhawan,3,0,,,,,9,1
1,1,3,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,0,0,,,,,9,1
1,1,4,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,2,0,,,,,11,1
1,1,5,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,2,0,,,,,13,1
1,1,6,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,2,0,,,,,15,1
1,2,1,Anrich Nortje,Liam Livingstone,Shikhar Dhawan,1,0,,,,,16,1
1,2,2,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,2,0,,,,,18,1
1,2,3,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,4,0,,,,,22,1
1,2,4,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,4,0,,,,,26,1
1,2,5,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,6,0,,,,,32,1
1,2,6,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,2,0,,,,,34,1
1,3,1,Anrich Nortje,Liam Livingstone,Shikhar Dhawan,0,0,,,,,34,1
1,3,2,Anrich Nortje,Liam Livingstone,Shikhar Dhawan,6,0,,,,,40,1
1,3,3,Anrich Nortje,Liam Livingstone,Shikhar Dhawan,1,0,,,,,41,1
1,3,4,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,0,0,,,,,41,1
1,3,5,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,4,0,,,,,45,1
1,3,6,Anrich Nortje,Shikhar Dhawan,Liam Livingstone,0,0,,,,,45,1
1,4,1,Kuldeep Yadav,Liam Livingstone,Shikhar Dhawan,0,0,,,,,45,1
1,4,2,Kuldeep Yadav,Liam Livingstone,Shikhar Dhawan,3,0,,,,,48,1
1,4,3,Kuldeep Yadav,Shikhar Dhawan,Liam Livingstone,1,0,,,,,49,1
1,4,4,Kuldeep Yadav,Liam Livingstone,Shikhar Dhawan,3,0,,,,,52,1
1,4,5,Kuldeep Yadav,Shikhar Dhawan,Liam Livingstone,1,0,,,,,53,1
1,4,6,Kuldeep Yadav,Liam Livingstone,Shikhar Dhawan,6,0,,,,,59,1
1,5,1,Kuldeep Yadav,Shikhar Dhawan,Liam Livingstone,2,0,,,,,61,1
1,5,2,Kuldeep Yadav,Shikhar Dhawan,Liam Livingstone,4,0,,,,,65,1
1,5,3,Kuldeep Yadav,Shikhar Dhawan,Liam Livingstone,3,0,,,,,68,1
1,5,4,Kuldeep Yadav,Liam Livingstone,Shikhar Dhawan,0,0,,,,,68,1
1,5,5,Kuldeep Yadav,Liam Livingstone,Shikhar Dhawan,0,0,,,,,68,1
1,5,6,Kuldeep Yadav,Liam Livingstone,Shikhar Dhawan,4,0,,,,,72,1
1,6,1,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,3,0,,,,,75,1
1,6,2,Mukesh Kumar,Liam Livingstone,Shikhar Dhawan,1,0,,,,,76,1
1,6,3,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,2,0,,,,,78,1
1,6,4,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,1,0,,,,,79,1
1,6,5,Mukesh Kumar,Liam Livingstone,Shikhar Dhawan,3,0,,,,,82,1
1,6,6,Mukesh Kumar,Shikhar Dhawan,Liam Livingstone,2,0,,,,,84,1
1,7,1,Khaleel Ahmed,Liam Livingstone,Shikhar Dhawan,2,0,,,,,86,1
