Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Mukesh Kumar,Rohit Sharma,Ishan Kishan,0,0,,,,,0,0
1,0,2,Mukesh Kumar,Rohit Sharma,Ishan Kishan,6,0,,,,,6,0
1,0,3,Mukesh Kumar,Rohit Sharma,Ishan Kishan,0,0,,,,,6,0
1,0,4,Mukesh Kumar,Rohit Sharma,Ishan Kishan,1,0,,,,,7,0
1,0,5,Mukesh Kumar,Ishan Kishan,Rohit Sharma,6,0,,,,,13,0
1,0,6,Mukesh Kumar,Ishan Kishan,Rohit Sharma,1,0,,,,,14,0
1,1,1,Anrich Nortje,Ishan Kishan,Rohit Sharma,4,0,,,,,18,0
1,1,2,Anrich Nortje,Ishan Kishan,Rohit Sharma,1,0,,,,,19,0
1,1,3,Anrich Nortje,Rohit Sharma,Ishan Kishan,1,0,,,,,20,0
1,1,4,Anrich Nortje,Ishan Kishan,Rohit Sharma,3,0,,,,,23,0
1,1,5,Anrich Nortje,Rohit Sharma,Ishan Kishan,0,0,,,,,23,0
1,1,6,Anrich Nortje,Rohit Sharma,Ishan Kishan,0,0,,,,,23,0
1,2,1,Kuldeep Yadav,Ishan Kishan,Rohit Sharma,0,0,,caught,Ishan Kishan,Rishabh Pant,23,1
1,2,2,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,0,0,,,,,23,1
1,2,3,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,4,0,,,,,27,1
1,2,4,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,0,0,,,,,27,1
1,2,5,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,4,0,,,,,31,1
1,2,6,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,2,0,,,,,33,1
1,3,1,Axar Patel,Rohit Sharma,Suryakumar Yadav,6,0,,,,,39,1
1,3,2,Axar Patel,Rohit Sharma,Suryakumar Yadav,6,0,,,,,45,1
1,3,3,Axar Patel,Rohit Sharma,Suryakumar Yadav,1,0,,,,,46,1
1,3,4,Axar Patel,Suryakumar Yadav,Rohit Sharma,0,0,,,,,46,1
1,3,5,Axar Patel,Suryakumar Yadav,Rohit Sharma,0,1,wide,,,,47,1
1,3,5,Axar Patel,Suryakumar Yadav,Rohit Sharma,0,0,,,,,47,1
1,3,6,Axar Patel,Suryakumar Yadav,Rohit Sharma,0,0,,,,,47,1
1,4,1,Mukesh Kumar,Rohit Sharma,Suryakumar Yadav,2,0,,,,,49,1
1,4,2,Mukesh Kumar,Rohit Sharma,Suryakumar Yadav,0,0,,,,,49,1
1,4,3,Mukesh Kumar,Rohit Sharma,Suryakumar Yadav,1,0,,,,,50,1
1,4,4,Mukesh Kumar,Suryakumar Yadav,Rohit Sharma,0,0,,,,,50,1
1,4,5,Mukesh Kumar,Suryakumar Yadav,Rohit Sharma,1,0,,,,,51,1
1,4,6,Mukesh Kumar,Rohit Sharma,Suryakumar Yadav,1,0,,,,,52,1
1,5,1,Kuldeep Yadav,Rohit Sharma,Suryakumar Yadav,1,0,,,,,53,1
1,5,2,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,0,0,,,,,53,1
1,5,3,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,2,0,,,,,55,1
1,5,4,Kuldeep Yadav,Suryakumar Yadav,Rohit Sharma,1,0,,,,,56,1
1,5,5,Kuldeep Yadav,Rohit Sharma,Suryakumar Yadav,2,0,,,,,58,1
1,5,6,Kuldeep Yadav,Rohit Sharma,Suryakumar Yadav,0,0,,,,,58,1
1,6,1,Khaleel Ahmed,Suryakumar Yadav,Rohit Sharma,4,0,,,,,62,1
1,6,2,Khaleel Ahmed,Suryakumar Yadav,Rohit Sharma,0,0,,caught,Suryakumar Yadav,Prithvi Shaw,62,2
1,6,3,Khaleel Ahmed,Hardik Pandya,Rohit Sharma,0,0,,,,,62,2
1,6,4,Khaleel Ahmed,Hardik Pandya,Rohit Sharma,0,1,bye,,,,63,2
1,6,5,Khaleel Ahmed,Hardik Pandya,Rohit Sharma,0,0,,,,,63,2
1,6,6,Khaleel Ahmed,Hardik Pandya,Rohit Sharma,0,0,,,,,63,2
1,7,1,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,1,0,,,,,64,2
1,7,2,Kuldeep Yadav,Hardik Pandya,Rohit Sharma,1,0,,,,,65,2
1,7,3,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,2,0,,,,,67,2
1,7,4,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,2,0,,,,,69,2
1,7,5,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,0,0,,,,,69,2
1,7,6,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,3,0,,,,,72,2
1,8,1,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,0,0,,,,,72,2
1,8,2,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,2,0,,,,,74,2
1,8,3,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,0,0,,,,,74,2
1,8,4,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,0,0,,,,,74,2
1,8,5,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,0,0,,,,,74,2
1,8,6,Kuldeep Yadav,Rohit Sharma,Hardik Pandya,0,0,,,,,74,2
1,9,1,Khaleel Ahmed,Hardik Pandya,Rohit Sharma,3,0,,,,,77,2
1,9,2,Khaleel Ahmed,Rohit Sharma,Hardik Pandya,0,1,legbye,,,,78,2
1,9,3,Khaleel Ahmed,Rohit Sharma,Hardik Pandya,1,0,,,,,79,2
1,9,4,Khaleel Ahmed,Hardik Pandya,Rohit Sharma,1,0,,,,,80,2
1,9,5,Khaleel Ahmed,Rohit Sharma,Hardik Pandya,0,0,,run out,Rohit Sharma,Axar Patel,80,3
1,9,6,Khaleel Ahmed,Tilak Varma,Hardik Pandya,0,0,,,,,80,3
1,10,1,Khaleel Ahmed,Hardik Pandya,Tilak Varma,0,0,,,,,80,3
1,10,2,Khaleel Ahmed,Hardik Pandya,Tilak Varma,4,0,,,,,84,3
1,10,3,Khaleel Ahmed,Hardik Pandya,Tilak Varma,2,0,,,,,86,3
1,10,4,Khaleel Ahmed,Hardik Pandya,Tilak Varma,0,0,,,,,86,3
1,10,5,Khaleel Ahmed,Hardik Pandya,Tilak Varma,0,0,,,,,86,3
1,10,6,Khaleel Ahmed,Hardik Pandya,Tilak Varma,1,0,,,,,87,3
1,11,1,Mukesh Kumar,Hardik Pandya,Tilak Varma,0,0,,,,,87,3
1,11,2,Mukesh Kumar,Hardik Pandya,Tilak Varma,2,0,,,,,89,3
1,11,3,Mukesh Kumar,Hardik Pandya,Tilak Varma,2,0,,,,,91,3
1,11,4,Mukesh Kumar,Hardik Pandya,Tilak Varma,0,0,,,,,91,3
1,11,5,Mukesh Kumar,Hardik Pandya,Tilak Varma,0,0,,,,,91,3
1,11,6,Mukesh Kumar,Hardik Pandya,Tilak Varma,4,0,,,,,95,3
1,12,1,Khaleel Ahmed,Tilak Varma,Hardik Pandya,2,0,,,,,97,3
1,12,2,Khaleel Ahmed,Tilak Varma,Hardik Pandya,0,0,,stumped,Tilak Varma,David Warner,97,4
1,12,3,Khaleel Ahmed,Naman Dhir,Hardik Pandya,3,0,,,,,100,4
1,12,4,Khaleel Ahmed,Hardik Pandya,Naman Dhir,0,0,,,,,100,4
1,12,5,Khaleel Ahmed,Hardik Pandya,Naman Dhir,0,0,,,,,100,4
1,12,6,Khaleel Ahmed,Hardik Pandya,Naman Dhir,1,0,,,,,101,4
1,13,1,Axar Patel,Hardik Pandya,Naman Dhir,1,0,,,,,102,4
1,13,2,Axar Patel,Naman Dhir,Hardik Pandya,6,0,,,,,108,4
1,13,3,Axar Patel,Naman Dhir,Hardik Pandya,4,0,,,,,112,4
1,13,4,Axar Patel,Naman Dhir,Hardik Pandya,0,0,,,,,112,4
1,13,5,Axar Patel,Naman Dhir,Hardik Pandya,0,0,,,,,112,4
1,13,6,Axar Patel,Naman Dhir,Hardik Pandya,0,0,,,,,112,4
1,14,1,Anrich Nortje,Hardik Pandya,Naman Dhir,4,0,,,,,116,4
1,14,2,Anrich Nortje,Hardik Pandya,Naman Dhir,6,0,,,,,122,4
1,14,3,Anrich Nortje,Hardik Pandya,Naman Dhir,0,0,,,,,122,4
1,14,4,Anrich Nortje,Hardik Pandya,Naman Dhir,0,0,,,,,122,4
1,14,5,Anrich Nortje,Hardik Pandya,Naman Dhir,0,0,,,,,122,4
1,14,6,Anrich Nortje,Hardik Pandya,Naman Dhir,0,1,bye,,,,123,4
1,15,1,Kuldeep Yadav,Naman Dhir,Hardik Pandya,1,0,,,,,124,4
1,15,2,Kuldeep Yadav,Hardik Pandya,Naman Dhir,0,0,,,,,124,4
1,15,3,Kuldeep Yadav,Hardik Pandya,Naman Dhir,0,0,,,,,124,4
1,15,4,Kuldeep Yadav,Hardik Pandya,Naman Dhir,1,0,,,,,125,4
1,15,5,Kuldeep Yadav,Naman Dhir,Hardik Pandya,6,0,,,,,131,4
1,15,6,Kuldeep Yadav,Naman Dhir,Hardik Pandya,0,0,,,,,131,4
1,16,1,Kuldeep Yadav,Hardik Pandya,Naman Dhir,2,0,,,,,133,4
1,16,2,Kuldeep Yadav,Hardik Pandya,Naman Dhir,1,0,,,,,134,4
1,16,3,Kuldeep Yadav,Naman Dhir,Hardik Pandya,1,0,,,,,135,4
1,16,4,Kuldeep Yadav,Hardik Pandya,Naman Dhir,0,0,,,,,135,4
1,16,5,Kuldeep Yadav,Hardik Pandya,Naman Dhir,1,0,,,,,136,4
1,16,6,Kuldeep Yadav,Naman Dhir,Hardik Pandya,3,0,,,,,139,4
1,17,1,Khaleel Ahmed,Naman Dhir,Hardik Pandya,0,0,,run out,Hardik Pandya,Jake Fraser-McGurk,139,5
1,17,2,Khaleel Ahmed,Naman Dhir,Romario Shepherd,3,0,,,,,142,5
1,17,3,Khaleel Ahmed,Romario Shepherd,Naman Dhir,0,0,,run out,Naman Dhir,Tristan Stubbs,142,6
1,17,4,Khaleel Ahmed,Romario Shepherd,Tim David,0,0,,,,,142,6
1,17,5,Khaleel Ahmed,Romario Shepherd,Tim David,0,0,,,,,142,6
1,17,6,Khaleel Ahmed,Romario Shepherd,Tim David,0,0,,,,,142,6
1,18,1,Axar Patel,Tim David,Romario Shepherd,0,0,,caught,Tim David,David Warner,142,7
1,19,1,Khaleel Ahmed,Romario Shepherd,Tim David,3,0,,,,,145,7
1,19,2,Khaleel Ahmed,Tim David,Romario Shepherd,6,0,,,,,151,7
1,19,3,Khaleel Ahmed,Tim David,Romario Shepherd,0,0,,,,,151,7
1,19,4,Khaleel Ahmed,Tim David,Romario Shepherd,6,0,,,,,157,7
1,19,5,Khaleel Ahmed,Tim David,Romario Shepherd,1,0,,,,,158,7
1,19,6,Khaleel Ahmed,Romario Shepherd,Tim David,0,0,,bowled,Romario Shepherd,David Warner,158,8
2,0,1,Hardik Pandya,Rishabh Pant,David Warner,0,0,,,,,0,0
2,0,2,Hardik Pandya,Rishabh Pant,David Warner,4,0,,,,,4,0
2,0,3,Hardik Pandya,Rishabh Pant,David Warner,0,0,,,,,4,0
2,0,4,Hardik Pandya,Rishabh Pant,David Warner,2,0,,,,,6,0
2,0,5,Hardik Pandya,Rishabh Pant,David Warner,2,0,,,,,8,0
2,0,6,Hardik Pandya,Rishabh Pant,David Warner,1,0,,,,,9,0
2,1,1,Jasprit Bumrah,Rishabh Pant,David Warner,1,0,,,,,10,0
2,1,2,Jasprit Bumrah,David Warner,Rishabh Pant,0,0,,,,,10,0
2,1,3,Jasprit Bumrah,David Warner,Rishabh Pant,2,0,,,,,12,0
2,1,4,Jasprit Bumrah,David Warner,Rishabh Pant,2,0,,,,,14,0
2,1,5,Jasprit Bumrah,David Warner,Rishabh Pant,0,0,,,,,14,0
2,1,6,Jasprit Bumrah,David Warner,Rishabh Pant,1,0,,,,,15,0
2,2,1,Hardik Pandya,David Warner,Rishabh Pant,0,0,,,,,15,0
2,2,2,Hardik Pandya,David Warner,Rishabh Pant,0,0,,,,,15,0
2,2,3,Hardik Pandya,David Warner,Rishabh Pant,0,0,,,,,15,0
2,2,4,Hardik Pandya,David Warner,Rishabh Pant,0,0,,stumped,David Warner,Suryakumar Yadav,15,1
2,2,5,Hardik Pandya,Prithvi Shaw,Rishabh Pant,0,0,,,,,15,1
2,2,6,Hardik Pandya,Prithvi Shaw,Rishabh Pant,0,0,,,,,15,1
2,3,1,Jasprit Bumrah,Rishabh Pant,Prithvi Shaw,1,0,,,,,16,1
2,3,2,Jasprit Bumrah,Prithvi Shaw,Rishabh Pant,4,0,,,,,20,1
2,3,3,Jasprit Bumrah,Prithvi Shaw,Rishabh Pant,0,0,,,,,20,1
2,3,4,Jasprit Bumrah,Prithvi Shaw,Rishabh Pant,2,0,,,,,22,1
2,3,5,Jasprit Bumrah,Prithvi Shaw,Rishabh Pant,1,0,,,,,23,1
2,3,6,Jasprit Bumrah,Rishabh Pant,Prithvi Shaw,0,0,,,,,23,1
2,4,1,Romario Shepherd,Prithvi Shaw,Rishabh Pant,0,0,,,,,23,1
2,4,2,Romario Shepherd,Prithvi Shaw,Rishabh Pant,2,0,,,,,25,1
2,4,3,Romario Shepherd,Prithvi Shaw,Rishabh Pant,0,0,,lbw,Prithvi Shaw,Tim David,25,2
2,4,4,Romario Shepherd,Jake Fraser-McGurk,Rishabh Pant,1,0,,,,,26,2
2,4,5,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,2,0,,,,,28,2
2,4,6,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,2,0,,,,,30,2
2,5,1,Gerald Coetzee,Jake Fraser-McGurk,Rishabh Pant,1,0,,,,,31,2
2,5,2,Gerald Coetzee,Rishabh Pant,Jake Fraser-McGurk,4,0,,,,,35,2
2,5,3,Gerald Coetzee,Rishabh Pant,Jake Fraser-McGurk,1,0,,,,,36,2
2,5,4,Gerald Coetzee,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,36,2
2,5,5,Gerald Coetzee,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,36,2
2,5,6,Gerald Coetzee,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,36,2
2,6,1,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,0,0,,,,,36,2
2,6,2,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,1,0,,,,,37,2
2,6,3,Romario Shepherd,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,37,2
2,6,4,Romario Shepherd,Jake Fraser-McGurk,Rishabh Pant,2,0,,,,,39,2
2,6,5,Romario Shepherd,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,39,2
2,6,6,Romario Shepherd,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,39,2
2,7,1,Akash Madhwal,Rishabh Pant,Jake Fraser-McGurk,2,0,,,,,41,2
2,7,2,Akash Madhwal,Rishabh Pant,Jake Fraser-McGurk,0,0,,,,,41,2
2,7,3,Akash Madhwal,Rishabh Pant,Jake Fraser-McGurk,2,0,,,,,43,2
2,7,4,Akash Madhwal,Rishabh Pant,Jake Fraser-McGurk,1,0,,,,,44,2
2,7,5,Akash Madhwal,Jake Fraser-McGurk,Rishabh Pant,4,0,,,,,48,2
2,7,6,Akash Madhwal,Jake Fraser-McGurk,Rishabh Pant,4,0,,,,,52,2
2,8,1,Piyush Chawla,Rishabh Pant,Jake Fraser-McGurk,4,0,,,,,56,2
2,8,2,Piyush Chawla,Rishabh Pant,Jake Fraser-McGurk,1,0,,,,,57,2
2,8,3,Piyush Chawla,Jake Fraser-McGurk,Rishabh Pant,6,0,,,,,63,2
2,8,4,Piyush Chawla,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,63,2
2,8,5,Piyush Chawla,Jake Fraser-McGurk,Rishabh Pant,6,0,,,,,69,2
2,8,6,Piyush Chawla,Jake Fraser-McGurk,Rishabh Pant,4,0,,,,,73,2
2,9,1,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,0,0,,,,,73,2
2,9,2,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,4,0,,,,,77,2
2,9,3,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,0,0,,,,,77,2
2,9,4,Romario Shepherd,Rishabh Pant,Jake Fraser-McGurk,1,0,,,,,78,2
2,9,5,Romario Shepherd,Jake Fraser-McGurk,Rishabh Pant,6,0,,,,,84,2
2,9,6,Romario Shepherd,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,84,2
2,10,1,Hardik Pandya,Rishabh Pant,Jake Fraser-McGurk,1,0,,,,,85,2
2,10,2,Hardik Pandya,Jake Fraser-McGurk,Rishabh Pant,0,0,,,,,85,2
