Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Nitish Reddy,Rishabh Pant,David Warner,0,1,legbye,,,,1,0
1,0,2,Nitish Reddy,Rishabh Pant,David Warner,0,1,bye,,,,2,0
1,0,3,Nitish Reddy,Rishabh Pant,David Warner,0,0,,,,,2,0
1,0,4,Nitish Reddy,Rishabh Pant,David Warner,0,0,,,,,2,0
1,0,5,Nitish Reddy,Rishabh Pant,David Warner,1,0,,,,,3,0
1,0,6,Nitish Reddy,David Warner,Rishabh Pant,0,0,,,,,3,0
1,1,1,T Natarajan,Rishabh Pant,David Warner,4,0,,,,,7,0
1,1,2,T Natarajan,Rishabh Pant,David Warner,6,0,,,,,13,0
1,1,3,T Natarajan,Rishabh Pant,David Warner,2,0,,,,,15,0
1,1,4,T Natarajan,Rishabh Pant,David Warner,0,0,,stumped,Rishabh Pant,Abdul Samad,15,1
1,1,5,T Natarajan,Prithvi Shaw,David Warner,1,0,,,,,16,1
1,1,6,T Natarajan,David Warner,Prithvi Shaw,6,0,,,,,22,1
1,2,1,Jaydev Unadkat,Prithvi Shaw,David Warner,0,0,,,,,22,1
1,2,2,Jaydev Unadkat,Prithvi Shaw,David Warner,0,0,,,,,22,1
1,2,3,Jaydev Unadkat,Prithvi Shaw,David Warner,2,0,,,,,24,1
1,2,4,Jaydev Unadkat,Prithvi Shaw,David Warner,2,0,,,,,26,1
1,2,5,Jaydev Unadkat,Prithvi Shaw,David Warner,4,0,,,,,30,1
1,2,6,Jaydev Unadkat,Prithvi Shaw,David Warner,1,0,,,,,31,1
1,3,1,Nitish Reddy,Prithvi Shaw,David Warner,2,0,,,,,33,1
1,3,2,Nitish Reddy,Prithvi Shaw,David Warner,1,0,,,,,34,1
1,3,3,Nitish Reddy,David Warner,Prithvi Shaw,0,0,,,,,34,1
1,3,4,Nitish Reddy,David Warner,Prithvi Shaw,1,0,,,,,35,1
1,3,5,Nitish Reddy,Prithvi Shaw,David Warner,0,0,,,,,35,1
1,3,6,Nitish Reddy,Prithvi Shaw,David Warner,0,0,,,,,35,1
1,4,1,T Natarajan,David Warner,Prithvi Shaw,1,0,,,,,36,1
1,4,2,T Natarajan,Prithvi Shaw,David Warner,6,0,,,,,42,1
1,4,3,T Natarajan,Prithvi Shaw,David Warner,0,0,,run out,Prithvi Shaw,Shahbaz Ahmed,42,2
1,4,4,T Natarajan,Jake Fraser-McGurk,David Warner,1,0,,,,,43,2
1,4,5,T Natarajan,David Warner,Jake Fraser-McGurk,0,0,,,,,43,2
1,4,6,T Natarajan,David Warner,Jake Fraser-McGurk,0,0,,,,,43,2
1,5,1,Shahbaz Ahmed,Jake Fraser-McGurk,David Warner,0,0,,run out,David Warner,Pat Cummins,43,3
1,5,2,Shahbaz Ahmed,Jake Fraser-McGurk,Tristan Stubbs,0,0,,,,,43,3
1,5,3,Shahbaz Ahmed,Jake Fraser-McGurk,Tristan Stubbs,4,0,,,,,47,3
1,5,4,Shahbaz Ahmed,Jake Fraser-McGurk,Tristan Stubbs,4,0,,,,,51,3
1,5,5,Shahbaz Ahmed,Jake Fraser-McGurk,Tristan Stubbs,0,0,,,,,51,3
1,5,6,Shahbaz Ahmed,Jake Fraser-McGurk,Tristan Stubbs,1,0,,,,,52,3
1,6,1,Jaydev Unadkat,Jake Fraser-McGurk,Tristan Stubbs,0,0,,,,,52,3
1,6,2,Jaydev Unadkat,Jake Fraser-McGurk,Tristan Stubbs,0,0,,,,,52,3
1,6,3,Jaydev Unadkat,Jake Fraser-McGurk,Tristan Stubbs,1,0,,,,,53,3
1,6,4,Jaydev Unadkat,Tristan Stubbs,Jake Fraser-McGurk,6,0,,,,,59,3
1,6,5,Jaydev Unadkat,Tristan Stubbs,Jake Fraser-McGurk,1,0,,,,,60,3
1,6,6,Jaydev Unadkat,Jake Fraser-McGurk,Tristan Stubbs,0,0,,,,,60,3
1,7,1,T Natarajan,Tristan Stubbs,Jake Fraser-McGurk,0,0,,,,,60,3
1,7,2,T Natarajan,Tristan Stubbs,Jake Fraser-McGurk,1,0,,,,,61,3
1,7,3,T Natarajan,Jake Fraser-McGurk,Tristan Stubbs,2,0,,,,,63,3
1,7,4,T Natarajan,Jake Fraser-McGurk,Tristan Stubbs,1,0,,,,,64,3
1,7,5,T Natarajan,Tristan Stubbs,Jake Fraser-McGurk,4,0,,,,,68,3
1,7,6,T Natarajan,Tristan Stubbs,Jake Fraser-McGurk,0,0,,,,,68,3
1,8,1,Shahbaz Ahmed,Jake Fraser-McGurk,Tristan Stubbs,0,0,,,,,68,3
1,8,2,Shahbaz Ahmed,Jake Fraser-McGurk,Tristan Stubbs,1,0,,,,,69,3
1,8,3,Shahbaz Ahmed,Tristan Stubbs,Jake Fraser-McGurk,4,0,,,,,73,3
1,8,4,Shahbaz Ahmed,Tristan Stubbs,Jake Fraser-McGurk,0,1,wide,,,,74,3
1,8,4,Shahbaz Ahmed,Tristan Stubbs,Jake Fraser-McGurk,0,0,,,,,74,3
1,8,5,Shahbaz Ahmed,Tristan Stubbs,Jake Fraser-McGurk,0,0,,,,,74,3
1,8,6,Shahbaz Ahmed,Tristan Stubbs,Jake Fraser-McGurk,2,0,,,,,76,3
1,9,1,Pat Cummins,Jake Fraser-McGurk,Tristan Stubbs,4,0,,,,,80,3
1,9,2,Pat Cummins,Jake Fraser-McGurk,Tristan Stubbs,0,0,,caught,Jake Fraser-McGurk,Shahbaz Ahmed,80,4
1,9,3,Pat Cummins,Axar Patel,Tristan Stubbs,0,0,,,,,80,4
1,9,4,Pat Cummins,Axar Patel,Tristan Stubbs,2,0,,,,,82,4
1,9,5,Pat Cummins,Axar Patel,Tristan Stubbs,3,0,,,,,85,4
1,9,6,Pat Cummins,Tristan Stubbs,Axar Patel,0,0,,,,,85,4
1,10,1,T Natarajan,Axar Patel,Tristan Stubbs,0,0,,lbw,Axar Patel,Abhishek Sharma,85,5
