Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Ravichandran Ashwin,Rishabh Pant,David Warner,0,0,,,,,0,0
1,0,2,Ravichandran Ashwin,Rishabh Pant,David Warner,1,0,,,,,1,0
1,0,3,Ravichandran Ashwin,David Warner,Rishabh Pant,1,0,,,,,2,0
1,0,4,Ravichandran Ashwin,Rishabh Pant,David Warner,0,0,,,,,2,0
1,0,5,Ravichandran Ashwin,Rishabh Pant,David Warner,4,0,,,,,6,0
1,0,6,Ravichandran Ashwin,Rishabh Pant,David Warner,1,0,,,,,7,0
1,1,1,Avesh Khan,Rishabh Pant,David Warner,0,0,,lbw,Rishabh Pant,Sanju Samson,7,1
1,1,2,Avesh Khan,Prithvi Shaw,David Warner,6,0,,,,,13,1
1,1,3,Avesh Khan,Prithvi Shaw,David Warner,2,0,,,,,15,1
1,1,4,Avesh Khan,Prithvi Shaw,David Warner,2,0,,,,,17,1
1,1,5,Avesh Khan,Prithvi Shaw,David Warner,0,0,,,,,17,1
1,1,6,Avesh Khan,Prithvi Shaw,David Warner,2,0,,,,,19,1
1,2,1,Sandeep Sharma,David Warner,Prithvi Shaw,0,0,,,,,19,1
1,2,2,Sandeep Sharma,David Warner,Prithvi Shaw,0,0,,,,,19,1
1,2,3,Sandeep Sharma,David Warner,Prithvi Shaw,0,0,,,,,19,1
1,2,4,Sandeep Sharma,David Warner,Prithvi Shaw,2,0,,,,,21,1
1,2,5,Sandeep Sharma,David Warner,Prithvi Shaw,6,0,,,,,27,1
1,2,6,Sandeep Sharma,David Warner,Prithvi Shaw,0,0,,,,,27,1
1,3,1,Avesh Khan,Prithvi Shaw,David Warner,4,0,,,,,31,1
1,3,2,Avesh Khan,Prithvi Shaw,David Warner,6,0,,,,,37,1
1,3,3,Avesh Khan,Prithvi Shaw,David Warner,1,0,,,,,38,1
1,3,4,Avesh Khan,David Warner,Prithvi Shaw,1,0,,,,,39,1
1,3,5,Avesh Khan,Prithvi Shaw,David Warner,2,0,,,,,41,1
1,3,6,Avesh Khan,Prithvi Shaw,David Warner,1,0,,,,,42,1
1,4,1,Yuzvendra Chahal,Prithvi Shaw,David Warner,1,0,,,,,43,1
1,4,2,Yuzvendra Chahal,David Warner,Prithvi Shaw,1,0,,,,,44,1
1,4,3,Yuzvendra Chahal,Prithvi Shaw,David Warner,2,0,,,,,46,1
1,4,4,Yuzvendra Chahal,Prithvi Shaw,David Warner,0,0,,,,,46,1
1,4,5,Yuzvendra Chahal,Prithvi Shaw,David Warner,1,0,,,,,47,1
1,4,6,Yuzvendra Chahal,David Warner,Prithvi Shaw,0,0,,,,,47,1
1,5,1,Yuzvendra Chahal,Prithvi Shaw,David Warner,0,0,,run out,Prithvi Shaw,Yashasvi Jaiswal,47,2
1,5,2,Yuzvendra Chahal,Jake Fraser-McGurk,David Warner,0,0,,,,,47,2
1,5,3,Yuzvendra Chahal,Jake Fraser-McGurk,David Warner,4,0,,,,,51,2
1,5,4,Yuzvendra Chahal,Jake Fraser-McGurk,David Warner,0,0,,,,,51,2
1,5,5,Yuzvendra Chahal,Jake Fraser-McGurk,David Warner,4,0,,,,,55,2
1,5,6,Yuzvendra Chahal,Jake Fraser-McGurk,David Warner,0,0,,stumped,Jake Fraser-McGurk,Dhruv Jurel,55,3
1,6,1,Sandeep Sharma,David Warner,Tristan Stubbs,6,0,,,,,61,3
1,6,2,Sandeep Sharma,David Warner,Tristan Stubbs,0,0,,,,,61,3
1,6,3,Sandeep Sharma,David Warner,Tristan Stubbs,0,0,,,,,61,3
1,6,4,Sandeep Sharma,David Warner,Tristan Stubbs,1,0,,,,,62,3
1,6,5,Sandeep Sharma,Tristan Stubbs,David Warner,2,0,,,,,64,3
1,6,6,Sandeep Sharma,Tristan Stubbs,David Warner,0,0,,,,,64,3
1,7,1,Avesh Khan,David Warner,Tristan Stubbs,1,0,,,,,65,3
1,7,2,Avesh Khan,Tristan Stubbs,David Warner,6,0,,,,,71,3
1,7,3,Avesh Khan,Tristan Stubbs,David Warner,0,0,,,,,71,3
1,7,4,Avesh Khan,Tristan Stubbs,David Warner,0,0,,,,,71,3
1,7,5,Avesh Khan,Tristan Stubbs,David Warner,0,0,,,,,71,3
1,7,6,Avesh Khan,Tristan Stubbs,David Warner,1,0,,,,,72,3
1,8,1,Avesh Khan,Tristan Stubbs,David Warner,4,0,,,,,76,3
1,8,2,Avesh Khan,Tristan Stubbs,David Warner,0,0,,,,,76,3
