Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Romario Shepherd,Shikhar Dhawan,Jonny Bairstow,2,0,,,,,2,0
1,0,2,Romario Shepherd,Shikhar Dhawan,Jonny Bairstow,3,0,,,,,5,0
1,0,3,Romario Shepherd,Jonny Bairstow,Shikhar Dhawan,2,0,,,,,7,0
1,0,4,Romario Shepherd,Jonny Bairstow,Shikhar Dhawan,4,0,,,,,11,0
1,0,5,Romario Shepherd,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,11,0
1,0,6,Romario Shepherd,Jonny Bairstow,Shikhar Dhawan,1,0,,,,,12,0
1,1,1,Jasprit Bumrah,Jonny Bairstow,Shikhar Dhawan,2,0,,,,,14,0
1,1,2,Jasprit Bumrah,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,14,0
1,1,3,Jasprit Bumrah,Jonny Bairstow,Shikhar Dhawan,0,1,bye,,,,15,0
1,1,4,Jasprit Bumrah,Jonny Bairstow,Shikhar Dhawan,2,0,,,,,17,0
1,1,5,Jasprit Bumrah,Jonny Bairstow,Shikhar Dhawan,1,0,,,,,18,0
1,1,6,Jasprit Bumrah,Shikhar Dhawan,Jonny Bairstow,6,0,,,,,24,0
1,2,1,Piyush Chawla,Jonny Bairstow,Shikhar Dhawan,0,0,,,,,24,0
1,2,2,Piyush Chawla,Jonny Bairstow,Shikhar Dhawan,3,0,,,,,27,0
1,2,3,Piyush Chawla,Shikhar Dhawan,Jonny Bairstow,0,0,,lbw,Shikhar Dhawan,Hardik Pandya,27,1
1,2,4,Piyush Chawla,Liam Livingstone,Jonny Bairstow,2,0,,,,,29,1
1,2,5,Piyush Chawla,Liam Livingstone,Jonny Bairstow,6,0,,,,,35,1
1,2,6,Piyush Chawla,Liam Livingstone,Jonny Bairstow,2,0,,,,,37,1
1,3,1,Piyush Chawla,Jonny Bairstow,Liam Livingstone,4,0,,,,,41,1
1,3,2,Piyush Chawla,Jonny Bairstow,Liam Livingstone,0,0,,,,,41,1
1,3,3,Piyush Chawla,Jonny Bairstow,Liam Livingstone,1,0,,,,,42,1
1,3,4,Piyush Chawla,Liam Livingstone,Jonny Bairstow,3,0,,,,,45,1
1,3,5,Piyush Chawla,Jonny Bairstow,Liam Livingstone,6,0,,,,,51,1
1,3,6,Piyush Chawla,Jonny Bairstow,Liam Livingstone,0,0,,,,,51,1
1,4,1,Piyush Chawla,Liam Livingstone,Jonny Bairstow,2,0,,,,,53,1
1,4,2,Piyush Chawla,Liam Livingstone,Jonny Bairstow,2,0,,,,,55,1
1,4,3,Piyush Chawla,Liam Livingstone,Jonny Bairstow,2,0,,,,,57,1
1,4,4,Piyush Chawla,Liam Livingstone,Jonny Bairstow,1,0,,,,,58,1
1,4,5,Piyush Chawla,Jonny Bairstow,Liam Livingstone,0,0,,stumped,Jonny Bairstow,Rohit Sharma,58,2
1,4,6,Piyush Chawla,Sam Curran,Liam Livingstone,1,0,,,,,59,2
1,5,1,Akash Madhwal,Sam Curran,Liam Livingstone,1,0,,,,,60,2
1,5,2,Akash Madhwal,Liam Livingstone,Sam Curran,1,0,,,,,61,2
1,5,3,Akash Madhwal,Sam Curran,Liam Livingstone,0,1,legbye,,,,62,2
1,5,4,Akash Madhwal,Sam Curran,Liam Livingstone,2,0,,,,,64,2
1,5,5,Akash Madhwal,Sam Curran,Liam Livingstone,2,0,,,,,66,2
1,5,6,Akash Madhwal,Sam Curran,Liam Livingstone,0,0,,,,,66,2
1,6,1,Gerald Coetzee,Liam Livingstone,Sam Curran,1,0,,,,,67,2
1,6,2,Gerald Coetzee,Sam Curran,Liam Livingstone,3,0,,,,,70,2
1,6,3,Gerald Coetzee,Liam Livingstone,Sam Curran,2,0,,,,,72,2
1,6,4,Gerald Coetzee,Liam Livingstone,Sam Curran,1,0,,,,,73,2
1,6,5,Gerald Coetzee,Sam Curran,Liam Livingstone,3,0,,,,,76,2
1,6,6,Gerald Coetzee,Liam Livingstone,Sam Curran,2,0,,,,,78,2
1,7,1,Akash Madhwal,Sam Curran,Liam Livingstone,0,0,,,,,78,2
1,7,2,Akash Madhwal,Sam Curran,Liam Livingstone,0,0,,,,,78,2
