Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Shardul Thakur,KL Rahul,Quinton de Kock,1,0,,,,,1,0
1,0,2,Shardul Thakur,Quinton de Kock,KL Rahul,0,0,,,,,1,0
1,0,3,Shardul Thakur,Quinton de Kock,KL Rahul,1,0,,,,,2,0
1,0,4,Shardul Thakur,KL Rahul,Quinton de Kock,0,0,,,,,2,0
1,0,5,Shardul Thakur,KL Rahul,Quinton de Kock,4,0,,,,,6,0
1,0,6,Shardul Thakur,KL Rahul,Quinton de Kock,0,1,noball,,,,7,0
1,0,6,Shardul Thakur,KL Rahul,Quinton de Kock,2,0,,,,,9,0
1,1,1,Tushar Deshpande,Quinton de Kock,KL Rahul,1,0,,,,,10,0
1,1,2,Tushar Deshpande,KL Rahul,Quinton de Kock,0,0,,,,,10,0
1,1,3,Tushar Deshpande,KL Rahul,Quinton de Kock,3,0,,,,,13,0
1,1,4,Tushar Deshpande,Quinton de Kock,KL Rahul,0,1,wide,,,,14,0
1,1,4,Tushar Deshpande,Quinton de Kock,KL Rahul,0,0,,,,,14,0
1,1,5,Tushar Deshpande,Quinton de Kock,KL Rahul,2,0,,,,,16,0
1,1,6,Tushar Deshpande,Quinton de Kock,KL Rahul,1,0,,,,,17,0
1,2,1,Tushar Deshpande,Quinton de Kock,KL Rahul,0,0,,,,,17,0
1,2,2,Tushar Deshpande,Quinton de Kock,KL Rahul,0,0,,,,,17,0
1,2,3,Tushar Deshpande,Quinton de Kock,KL Rahul,4,0,,,,,21,0
1,2,4,Tushar Deshpande,Quinton de Kock,KL Rahul,0,0,,,,,21,0
1,2,5,Tushar Deshpande,Quinton de Kock,KL Rahul,2,0,,,,,23,0
1,2,6,Tushar Deshpande,Quinton de Kock,KL Rahul,0,0,,,,,23,0
1,3,1,Deepak Chahar,KL Rahul,Quinton de Kock,1,0,,,,,24,0
1,3,2,Deepak Chahar,Quinton de Kock,KL Rahul,0,0,,,,,24,0
1,3,3,Deepak Chahar,Quinton de Kock,KL Rahul,1,0,,,,,25,0
1,3,4,Deepak Chahar,KL Rahul,Quinton de Kock,1,0,,,,,26,0
