Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Washington Sundar,KL Rahul,Quinton de Kock,0,0,,,,,0,0
1,0,2,Washington Sundar,KL Rahul,Quinton de Kock,0,0,,,,,0,0
1,0,3,Washington Sundar,KL Rahul,Quinton de Kock,0,0,,,,,0,0
1,0,4,Washington Sundar,KL Rahul,Quinton de Kock,3,0,,,,,3,0
1,0,5,Washington Sundar,Quinton de Kock,KL Rahul,0,0,,,,,3,0
1,0,6,Washington Sundar,Quinton de Kock,KL Rahul,0,0,,,,,3,0
1,1,1,Arshad Khan,KL Rahul,Quinton de Kock,0,1,wide,,,,4,0
1,1,1,Arshad Khan,KL Rahul,Quinton de Kock,1,0,,,,,5,0
1,1,2,Arshad Khan,Quinton de Kock,KL Rahul,1,0,,,,,6,0
1,1,3,Arshad Khan,KL Rahul,Quinton de Kock,1,0,,,,,7,0
1,1,4,Arshad Khan,Quinton de Kock,KL Rahul,4,0,,,,,11,0
1,1,5,Arshad Khan,Quinton de Kock,KL Rahul,4,0,,,,,15,0
1,1,6,Arshad Khan,Quinton de Kock,KL Rahul,0,0,,,,,15,0
1,2,1,Washington Sundar,KL Rahul,Quinton de Kock,0,0,,,,,15,0
1,2,2,Washington Sundar,KL Rahul,Quinton de Kock,0,0,,,,,15,0
1,2,3,Washington Sundar,KL Rahul,Quinton de Kock,0,0,,run out,Quinton de Kock,Shubman Gill,15,1
1,2,4,Washington Sundar,KL Rahul,Nicholas Pooran,1,0,,,,,16,1
1,2,5,Washington Sundar,Nicholas Pooran,KL Rahul,2,0,,,,,18,1
1,2,6,Washington Sundar,Nicholas Pooran,KL Rahul,1,0,,,,,19,1
1,3,1,Kagiso Rabada,Nicholas Pooran,KL Rahul,0,0,,,,,19,1
1,3,2,Kagiso Rabada,Nicholas Pooran,KL Rahul,1,0,,,,,20,1
1,3,3,Kagiso Rabada,KL Rahul,Nicholas Pooran,1,0,,,,,21,1
1,3,4,Kagiso Rabada,Nicholas Pooran,KL Rahul,0,0,,,,,21,1
1,3,5,Kagiso Rabada,Nicholas Pooran,KL Rahul,0,0,,,,,21,1
1,3,6,Kagiso Rabada,Nicholas Pooran,KL Rahul,0,0,,,,,21,1
1,4,1,Kagiso Rabada,KL Rahul,Nicholas Pooran,0,0,,,,,21,1
1,4,2,Kagiso Rabada,KL Rahul,Nicholas Pooran,0,0,,,,,21,1
1,4,3,Kagiso Rabada,KL Rahul,Nicholas Pooran,4,0,,,,,25,1
1,4,4,Kagiso Rabada,KL Rahul,Nicholas Pooran,0,0,,,,,25,1
1,4,5,Kagiso Rabada,KL Rahul,Nicholas Pooran,3,0,,,,,28,1
1,4,6,Kagiso Rabada,Nicholas Pooran,KL Rahul,4,0,,,,,32,1
1,5,1,Rashid Khan,KL Rahul,Nicholas Pooran,0,0,,caught,KL Rahul,Jos Buttler,32,2
1,5,2,Rashid Khan,Marcus Stoinis,Nicholas Pooran,0,0,,caught,Marcus Stoinis,Shubman Gill,32,3
1,5,3,Rashid Khan,Ayush Badoni,Nicholas Pooran,0,0,,,,,32,3
1,5,4,Rashid Khan,Ayush Badoni,Nicholas Pooran,0,0,,,,,32,3
1,5,5,Rashid Khan,Ayush Badoni,Nicholas Pooran,4,0,,,,,36,3
1,5,6,Rashid Khan,Ayush Badoni,Nicholas Pooran,4,0,,,,,40,3
1,6,1,Mohammed Siraj,Nicholas Pooran,Ayush Badoni,1,0,,,,,41,3
1,6,2,Mohammed Siraj,Ayush Badoni,Nicholas Pooran,2,0,,,,,43,3
1,6,3,Mohammed Siraj,Ayush Badoni,Nicholas Pooran,0,0,,run out,Ayush Badoni,Jason Holder,43,4
1,6,4,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,4,0,,,,,47,4
1,6,5,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,0,1,noball,,,,48,4
1,6,5,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,0,1,bye,,,,49,4
1,6,6,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,0,1,noball,,,,50,4
1,6,6,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,0,1,legbye,,,,51,4
1,7,1,Jason Holder,Nicholas Pooran,Deepak Hooda,4,0,,,,,55,4
1,7,2,Jason Holder,Nicholas Pooran,Deepak Hooda,2,0,,,,,57,4
1,7,3,Jason Holder,Nicholas Pooran,Deepak Hooda,4,0,,,,,61,4
1,7,4,Jason Holder,Nicholas Pooran,Deepak Hooda,0,0,,,,,61,4
1,7,5,Jason Holder,Nicholas Pooran,Deepak Hooda,1,0,,,,,62,4
1,7,6,Jason Holder,Deepak Hooda,Nicholas Pooran,2,0,,,,,64,4
1,8,1,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,0,0,,,,,64,4
1,8,2,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,4,0,,,,,68,4
1,8,3,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,0,0,,,,,68,4
1,8,4,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,0,0,,,,,68,4
1,8,5,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,0,0,,,,,68,4
1,8,6,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,2,0,,,,,70,4
1,9,1,Jason Holder,Deepak Hooda,Nicholas Pooran,0,0,,,,,70,4
1,9,2,Jason Holder,Deepak Hooda,Nicholas Pooran,0,0,,,,,70,4
1,9,3,Jason Holder,Deepak Hooda,Nicholas Pooran,1,0,,,,,71,4
1,9,4,Jason Holder,Nicholas Pooran,Deepak Hooda,0,0,,,,,71,4
1,9,5,Jason Holder,Nicholas Pooran,Deepak Hooda,0,0,,,,,71,4
1,9,6,Jason Holder,Nicholas Pooran,Deepak Hooda,1,0,,,,,72,4
1,10,1,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,1,0,,,,,73,4
1,10,2,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,0,1,noball,,,,74,4
1,10,2,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,3,0,,,,,77,4
1,10,3,Mohammed Siraj,Nicholas Pooran,Deepak Hooda,1,0,,,,,78,4
1,10,4,Mohammed Siraj,Deepak Hooda,Nicholas Pooran,4,0,,,,,82,4
