Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Andre Russell,KL Rahul,Quinton de Kock,0,0,,,,,0,0
1,0,2,Andre Russell,KL Rahul,Quinton de Kock,0,0,,,,,0,0
1,0,3,Andre Russell,KL Rahul,Quinton de Kock,0,0,,,,,0,0
1,0,4,Andre Russell,KL Rahul,Quinton de Kock,0,0,,,,,0,0
1,0,5,Andre Russell,KL Rahul,Quinton de Kock,1,0,,,,,1,0
1,0,6,Andre Russell,Quinton de Kock,KL Rahul,1,0,,,,,2,0
1,1,1,Mitchell Starc,Quinton de Kock,KL Rahul,4,0,,,,,6,0
1,1,2,Mitchell Starc,Quinton de Kock,KL Rahul,0,0,,,,,6,0
1,1,3,Mitchell Starc,Quinton de Kock,KL Rahul,1,0,,,,,7,0
1,1,4,Mitchell Starc,KL Rahul,Quinton de Kock,3,0,,,,,10,0
1,1,5,Mitchell Starc,Quinton de Kock,KL Rahul,0,0,,stumped,Quinton de Kock,Phil Salt,10,1
1,1,6,Mitchell Starc,Nicholas Pooran,KL Rahul,3,0,,,,,13,1
1,2,1,Vaibhav Arora,Nicholas Pooran,KL Rahul,1,0,,,,,14,1
1,2,2,Vaibhav Arora,KL Rahul,Nicholas Pooran,6,0,,,,,20,1
1,2,3,Vaibhav Arora,KL Rahul,Nicholas Pooran,0,1,noball,,,,21,1
1,2,3,Vaibhav Arora,KL Rahul,Nicholas Pooran,0,0,,,,,21,1
1,2,4,Vaibhav Arora,KL Rahul,Nicholas Pooran,0,0,,,,,21,1
1,2,5,Vaibhav Arora,KL Rahul,Nicholas Pooran,2,0,,,,,23,1
1,2,6,Vaibhav Arora,KL Rahul,Nicholas Pooran,6,0,,,,,29,1
1,3,1,Vaibhav Arora,Nicholas Pooran,KL Rahul,0,0,,,,,29,1
1,3,2,Vaibhav Arora,Nicholas Pooran,KL Rahul,1,0,,,,,30,1
1,3,3,Vaibhav Arora,KL Rahul,Nicholas Pooran,0,0,,,,,30,1
1,3,4,Vaibhav Arora,KL Rahul,Nicholas Pooran,0,1,bye,,,,31,1
1,3,5,Vaibhav Arora,KL Rahul,Nicholas Pooran,2,0,,,,,33,1
1,3,6,Vaibhav Arora,KL Rahul,Nicholas Pooran,0,0,,,,,33,1
1,4,1,Varun Chakaravarthy,Nicholas Pooran,KL Rahul,2,0,,,,,35,1
1,4,2,Varun Chakaravarthy,Nicholas Pooran,KL Rahul,4,0,,,,,39,1
1,4,3,Varun Chakaravarthy,Nicholas Pooran,KL Rahul,1,0,,,,,40,1
1,4,4,Varun Chakaravarthy,KL Rahul,Nicholas Pooran,2,0,,,,,42,1
1,4,5,Varun Chakaravarthy,KL Rahul,Nicholas Pooran,0,1,noball,,,,43,1
1,4,5,Varun Chakaravarthy,KL Rahul,Nicholas Pooran,0,0,,,,,43,1
