Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Ravindra Jadeja,Shubman Gill,Sai Sudharsan,2,0,,,,,2,0
1,0,2,Ravindra Jadeja,Shubman Gill,Sai Sudharsan,4,0,,,,,6,0
1,0,3,Ravindra Jadeja,Shubman Gill,Sai Sudharsan,1,0,,,,,7,0
1,0,4,Ravindra Jadeja,Sai Sudharsan,Shubman Gill,1,0,,,,,8,0
1,0,5,Ravindra Jadeja,Shubman Gill,Sai Sudharsan,6,0,,,,,14,0
1,0,6,Ravindra Jadeja,Shubman Gill,Sai Sudharsan,0,0,,,,,14,0
1,1,1,Shardul Thakur,Sai Sudharsan,Shubman Gill,0,0,,,,,14,0
1,1,2,Shardul Thakur,Sai Sudharsan,Shubman Gill,2,0,,,,,16,0
1,1,3,Shardul Thakur,Sai Sudharsan,Shubman Gill,0,0,,,,,16,0
1,1,4,Shardul Thakur,Sai Sudharsan,Shubman Gill,1,0,,,,,17,0
1,1,5,Shardul Thakur,Shubman Gill,Sai Sudharsan,3,0,,,,,20,0
1,1,6,Shardul Thakur,Sai Sudharsan,Shubman Gill,0,0,,,,,20,0
1,2,1,Shardul Thakur,Shubman Gill,Sai Sudharsan,6,0,,,,,26,0
1,2,2,Shardul Thakur,Shubman Gill,Sai Sudharsan,1,0,,,,,27,0
1,2,3,Shardul Thakur,Sai Sudharsan,Shubman Gill,1,0,,,,,28,0
1,2,4,Shardul Thakur,Shubman Gill,Sai Sudharsan,0,0,,,,,28,0
1,2,5,Shardul Thakur,Shubman Gill,Sai Sudharsan,2,0,,,,,30,0
1,2,6,Shardul Thakur,Shubman Gill,Sai Sudharsan,0,0,,bowled,Shubman Gill,Shivam Dube,30,1
1,3,1,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,0,0,,,,,30,1
1,3,2,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,0,0,,,,,30,1
1,3,3,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,0,0,,,,,30,1
1,3,4,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,0,0,,,,,30,1
1,3,5,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,0,0,,,,,30,1
1,3,6,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,2,0,,,,,32,1
1,4,1,Mitchell Santner,Nishant Sindhu,Sai Sudharsan,1,0,,,,,33,1
1,4,2,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,1,0,,,,,34,1
1,4,3,Mitchell Santner,Nishant Sindhu,Sai Sudharsan,2,0,,,,,36,1
1,4,4,Mitchell Santner,Nishant Sindhu,Sai Sudharsan,6,0,,,,,42,1
1,4,5,Mitchell Santner,Nishant Sindhu,Sai Sudharsan,1,0,,,,,43,1
1,4,6,Mitchell Santner,Sai Sudharsan,Nishant Sindhu,0,0,,stumped,Sai Sudharsan,Mitchell Santner,43,2
1,5,1,Tushar Deshpande,Nishant Sindhu,Jos Buttler,0,0,,,,,43,2
1,5,2,Tushar Deshpande,Nishant Sindhu,Jos Buttler,0,0,,,,,43,2
1,5,3,Tushar Deshpande,Nishant Sindhu,Jos Buttler,0,0,,,,,43,2
1,5,4,Tushar Deshpande,Nishant Sindhu,Jos Buttler,0,0,,,,,43,2
1,5,5,Tushar Deshpande,Nishant Sindhu,Jos Buttler,0,0,,bowled,Nishant Sindhu,Sameer Rizvi,43,3
1,5,6,Tushar Deshpande,Washington Sundar,Jos Buttler,1,0,,,,,44,3
1,6,1,Mitchell Santner,Washington Sundar,Jos Buttler,0,0,,,,,44,3
1,6,2,Mitchell Santner,Washington Sundar,Jos Buttler,0,0,,,,,44,3
1,6,3,Mitchell Santner,Washington Sundar,Jos Buttler,0,0,,,,,44,3
1,6,4,Mitchell Santner,Washington Sundar,Jos Buttler,2,0,,,,,46,3
1,6,5,Mitchell Santner,Washington Sundar,Jos Buttler,3,0,,,,,49,3
1,6,6,Mitchell Santner,Jos Buttler,Washington Sundar,1,0,,,,,50,3
1,7,1,Matheesha Pathirana,Jos Buttler,Washington Sundar,6,0,,,,,56,3
1,7,2,Matheesha Pathirana,Jos Buttler,Washington Sundar,0,0,,,,,56,3
1,7,3,Matheesha Pathirana,Jos Buttler,Washington Sundar,0,0,,,,,56,3
1,7,4,Matheesha Pathirana,Jos Buttler,Washington Sundar,2,0,,,,,58,3
1,7,5,Matheesha Pathirana,Jos Buttler,Washington Sundar,0,0,,,,,58,3
1,7,6,Matheesha Pathirana,Jos Buttler,Washington Sundar,1,0,,,,,59,3
1,8,1,Tushar Deshpande,Jos Buttler,Washington Sundar,0,0,,,,,59,3
1,8,2,Tushar Deshpande,Jos Buttler,Washington Sundar,0,0,,,,,59,3
1,8,3,Tushar Deshpande,Jos Buttler,Washington Sundar,0,0,,,,,59,3
1,8,4,Tushar Deshpande,Jos Buttler,Washington Sundar,4,0,,,,,63,3
1,8,5,Tushar Deshpande,Jos Buttler,Washington Sundar,6,0,,,,,69,3
1,8,6,Tushar Deshpande,Jos Buttler,Washington Sundar,0,0,,,,,69,3
1,9,1,Matheesha Pathirana,Washington Sundar,Jos Buttler,1,0,,,,,70,3
1,9,2,Matheesha Pathirana,Jos Buttler,Washington Sundar,1,0,,,,,71,3
1,9,3,Matheesha Pathirana,Washington Sundar,Jos Buttler,4,0,,,,,75,3
1,9,4,Matheesha Pathirana,Washington Sundar,Jos Buttler,3,0,,,,,78,3
1,9,5,Matheesha Pathirana,Jos Buttler,Washington Sundar,0,0,,,,,78,3
1,9,6,Matheesha Pathirana,Jos Buttler,Washington Sundar,2,0,,,,,80,3
1,10,1,Ravindra Jadeja,Washington Sundar,Jos Buttler,4,0,,,,,84,3
1,10,2,Ravindra Jadeja,Washington Sundar,Jos Buttler,0,0,,,,,84,3
1,10,3,Ravindra Jadeja,Washington Sundar,Jos Buttler,2,0,,,,,86,3
1,10,4,Ravindra Jadeja,Washington Sundar,Jos Buttler,2,0,,,,,88,3
1,10,5,Ravindra Jadeja,Washington Sundar,Jos Buttler,1,0,,,,,89,3
1,10,6,Ravindra Jadeja,Jos Buttler,Washington Sundar,4,0,,,,,93,3
1,11,1,Tushar Deshpande,Washington Sundar,Jos Buttler,1,0,,,,,94,3
1,11,2,Tushar Deshpande,Jos Buttler,Washington Sundar,4,0,,,,,98,3
1,11,3,Tushar Deshpande,Jos Buttler,Washington Sundar,1,0,,,,,99,3
1,11,4,Tushar Deshpande,Washington Sundar,Jos Buttler,0,0,,,,,99,3
1,11,5,Tushar Deshpande,Washington Sundar,Jos Buttler,0,0,,,,,99,3
1,11,6,Tushar Deshpande,Washington Sundar,Jos Buttler,1,0,,,,,100,3
1,12,1,Deepak Chahar,Washington Sundar,Jos Buttler,0,0,,,,,100,3
1,12,2,Deepak Chahar,Washington Sundar,Jos Buttler,3,0,,,,,103,3
1,12,3,Deepak Chahar,Jos Buttler,Washington Sundar,0,0,,,,,103,3
1,12,4,Deepak Chahar,Jos Buttler,Washington Sundar,1,0,,,,,104,3
1,12,5,Deepak Chahar,Washington Sundar,Jos Buttler,0,0,,,,,104,3
1,12,6,Deepak Chahar,Washington Sundar,Jos Buttler,3,0,,,,,107,3
1,13,1,Ravindra Jadeja,Washington Sundar,Jos Buttler,0,0,,stumped,Washington Sundar,Ravindra Jadeja,107,4
1,13,2,Ravindra Jadeja,Arshad Khan,Jos Buttler,2,0,,,,,109,4
1,13,3,Ravindra Jadeja,Arshad Khan,Jos Buttler,6,0,,,,,115,4
1,13,4,Ravindra Jadeja,Arshad Khan,Jos Buttler,0,0,,,,,115,4
1,13,5,Ravindra Jadeja,Arshad Khan,Jos Buttler,0,0,,,,,115,4
1,13,6,Ravindra Jadeja,Arshad Khan,Jos Buttler,3,0,,,,,118,4
1,14,1,Tushar Deshpande,Arshad Khan,Jos Buttler,0,1,noball,,,,119,4
1,14,1,Tushar Deshpande,Arshad Khan,Jos Buttler,0,0,,lbw,Arshad Khan,Sameer Rizvi,119,5
