Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Washington Sundar,Rishabh Pant,David Warner,1,0,,,,,1,0
1,0,2,Washington Sundar,David Warner,Rishabh Pant,0,0,,lbw,David Warner,Rahul Tewatia,1,1
1,0,3,Washington Sundar,Prithvi Shaw,Rishabh Pant,3,0,,,,,4,1
1,0,4,Washington Sundar,Rishabh Pant,Prithvi Shaw,6,0,,,,,10,1
1,0,5,Washington Sundar,Rishabh Pant,Prithvi Shaw,0,1,wide,,,,11,1
1,0,5,Washington Sundar,Rishabh Pant,Prithvi Shaw,3,0,,,,,14,1
1,0,6,Washington Sundar,Prithvi Shaw,Rishabh Pant,6,0,,,,,20,1
1,1,1,Mohammed Siraj,Rishabh Pant,Prithvi Shaw,0,0,,,,,20,1
1,1,2,Mohammed Siraj,Rishabh Pant,Prithvi Shaw,1,0,,,,,21,1
1,1,3,Mohammed Siraj,Prithvi Shaw,Rishabh Pant,4,0,,,,,25,1
1,1,4,Mohammed Siraj,Prithvi Shaw,Rishabh Pant,1,0,,,,,26,1
1,1,5,Mohammed Siraj,Rishabh Pant,Prithvi Shaw,1,0,,,,,27,1
1,1,6,Mohammed Siraj,Prithvi Shaw,Rishabh Pant,3,0,,,,,30,1
1,2,1,Mohammed Siraj,Prithvi Shaw,Rishabh Pant,0,0,,,,,30,1
1,2,2,Mohammed Siraj,Prithvi Shaw,Rishabh Pant,3,0,,,,,33,1
1,2,3,Mohammed Siraj,Rishabh Pant,Prithvi Shaw,0,0,,,,,33,1
1,2,4,Mohammed Siraj,Rishabh Pant,Prithvi Shaw,0,0,,,,,33,1
1,2,5,Mohammed Siraj,Rishabh Pant,Prithvi Shaw,6,0,,,,,39,1
1,2,6,Mohammed Siraj,Rishabh Pant,Prithvi Shaw,3,0,,,,,42,1
1,3,1,Kagiso Rabada,Rishabh Pant,Prithvi Shaw,0,0,,,,,42,1
1,3,2,Kagiso Rabada,Rishabh Pant,Prithvi Shaw,0,0,,,,,42,1
1,3,3,Kagiso Rabada,Rishabh Pant,Prithvi Shaw,1,0,,,,,43,1
