Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Deepak Chahar,KL Rahul,Quinton de Kock,1,0,,,,,1,0
1,0,2,Deepak Chahar,Quinton de Kock,KL Rahul,2,0,,,,,3,0
1,0,3,Deepak Chahar,Quinton de Kock,KL Rahul,0,0,,,,,3,0
1,0,4,Deepak Chahar,Quinton de Kock,KL Rahul,0,0,,,,,3,0
1,0,5,Deepak Chahar,Quinton de Kock,KL Rahul,4,0,,,,,7,0
1,0,6,Deepak Chahar,Quinton de Kock,KL Rahul,4,0,,,,,11,0
1,1,1,Ravindra Jadeja,KL Rahul,Quinton de Kock,1,0,,,,,12,0
1,1,2,Ravindra Jadeja,Quinton de Kock,KL Rahul,0,0,,,,,12,0
1,1,3,Ravindra Jadeja,Quinton de Kock,KL Rahul,4,0,,,,,16,0
1,1,4,Ravindra Jadeja,Quinton de Kock,KL Rahul,1,0,,,,,17,0
1,1,5,Ravindra Jadeja,KL Rahul,Quinton de Kock,1,0,,,,,18,0
1,1,6,Ravindra Jadeja,Quinton de Kock,KL Rahul,1,0,,,,,19,0
1,2,1,Shardul Thakur,Quinton de Kock,KL Rahul,0,0,,,,,19,0
1,2,2,Shardul Thakur,Quinton de Kock,KL Rahul,0,0,,,,,19,0
1,2,3,Shardul Thakur,Quinton de Kock,KL Rahul,0,0,,run out,Quinton de Kock,Sameer Rizvi,19,1
1,2,4,Shardul Thakur,Nicholas Pooran,KL Rahul,0,1,wide,,,,20,1
1,2,4,Shardul Thakur,Nicholas Pooran,KL Rahul,4,0,,,,,24,1
1,2,5,Shardul Thakur,Nicholas Pooran,KL Rahul,0,0,,,,,24,1
1,2,6,Shardul Thakur,Nicholas Pooran,KL Rahul,1,0,,,,,25,1
1,3,1,Matheesha Pathirana,Nicholas Pooran,KL Rahul,2,0,,,,,27,1
1,3,2,Matheesha Pathirana,Nicholas Pooran,KL Rahul,4,0,,,,,31,1
1,3,3,Matheesha Pathirana,Nicholas Pooran,KL Rahul,1,0,,,,,32,1
1,3,4,Matheesha Pathirana,KL Rahul,Nicholas Pooran,3,0,,,,,35,1
1,3,5,Matheesha Pathirana,Nicholas Pooran,KL Rahul,1,0,,,,,36,1
1,3,6,Matheesha Pathirana,KL Rahul,Nicholas Pooran,1,0,,,,,37,1
1,4,1,Ravindra Jadeja,KL Rahul,Nicholas Pooran,1,0,,,,,38,1
1,4,2,Ravindra Jadeja,Nicholas Pooran,KL Rahul,0,0,,,,,38,1
1,4,3,Ravindra Jadeja,Nicholas Pooran,KL Rahul,0,0,,,,,38,1
1,4,4,Ravindra Jadeja,Nicholas Pooran,KL Rahul,3,0,,,,,41,1
1,4,5,Ravindra Jadeja,KL Rahul,Nicholas Pooran,0,0,,,,,41,1
1,4,6,Ravindra Jadeja,KL Rahul,Nicholas Pooran,0,0,,,,,41,1
1,5,1,Mitchell Santner,Nicholas Pooran,KL Rahul,1,0,,,,,42,1
1,5,2,Mitchell Santner,KL Rahul,Nicholas Pooran,0,0,,,,,42,1
1,5,3,Mitchell Santner,KL Rahul,Nicholas Pooran,0,0,,run out,KL Rahul,Shivam Dube,42,2
1,5,4,Mitchell Santner,Marcus Stoinis,Nicholas Pooran,2,0,,,,,44,2
1,5,5,Mitchell Santner,Marcus Stoinis,Nicholas Pooran,0,0,,stumped,Marcus Stoinis,Mitchell Santner,44,3
1,5,6,Mitchell Santner,Ayush Badoni,Nicholas Pooran,4,0,,,,,48,3
1,6,1,Shardul Thakur,Nicholas Pooran,Ayush Badoni,0,0,,,,,48,3
1,6,2,Shardul Thakur,Nicholas Pooran,Ayush Badoni,2,0,,,,,50,3
