Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Matheesha Pathirana,Virat Kohli,Venkatesh Iyer,0,1,wide,,,,1,0
1,0,1,Matheesha Pathirana,Virat Kohli,Venkatesh Iyer,1,0,,,,,2,0
1,0,2,Matheesha Pathirana,Venkatesh Iyer,Virat Kohli,6,0,,,,,8,0
1,0,3,Matheesha Pathirana,Venkatesh Iyer,Virat Kohli,0,0,,stumped,Venkatesh Iyer,Mitchell Santner,8,1
1,0,4,Matheesha Pathirana,Devdutt Padikkal,Virat Kohli,3,0,,,,,11,1
1,0,5,Matheesha Pathirana,Virat Kohli,Devdutt Padikkal,6,0,,,,,17,1
1,0,6,Matheesha Pathirana,Virat Kohli,Devdutt Padikkal,0,1,noball,,,,18,1
1,0,6,Matheesha Pathirana,Virat Kohli,Devdutt Padikkal,0,0,,,,,18,1
1,1,1,Deepak Chahar,Devdutt Padikkal,Virat Kohli,0,0,,,,,18,1
1,1,2,Deepak Chahar,Devdutt Padikkal,Virat Kohli,3,0,,,,,21,1
1,1,3,Deepak Chahar,Virat Kohli,Devdutt Padikkal,1,0,,,,,22,1
1,1,4,Deepak Chahar,Devdutt Padikkal,Virat Kohli,0,0,,,,,22,1
1,1,5,Deepak Chahar,Devdutt Padikkal,Virat Kohli,4,0,,,,,26,1
1,1,6,Deepak Chahar,Devdutt Padikkal,Virat Kohli,1,0,,,,,27,1
1,2,1,Mitchell Santner,Devdutt Padikkal,Virat Kohli,3,0,,,,,30,1
1,2,2,Mitchell Santner,Virat Kohli,Devdutt Padikkal,2,0,,,,,32,1
1,2,3,Mitchell Santner,Virat Kohli,Devdutt Padikkal,0,0,,caught,Virat Kohli,Shivam Dube,32,2
1,2,4,Mitchell Santner,Rajat Patidar,Devdutt Padikkal,3,0,,,,,35,2
1,2,5,Mitchell Santner,Devdutt Padikkal,Rajat Patidar,0,0,,,,,35,2
1,2,6,Mitchell Santner,Devdutt Padikkal,Rajat Patidar,0,0,,,,,35,2
1,3,1,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,0,0,,,,,35,2
1,3,2,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,0,0,,,,,35,2
1,3,3,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,0,0,,,,,35,2
1,3,4,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,0,0,,,,,35,2
1,3,5,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,3,0,,,,,38,2
1,3,6,Tushar Deshpande,Devdutt Padikkal,Rajat Patidar,2,0,,,,,40,2
1,4,1,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,2,0,,,,,42,2
1,4,2,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,4,0,,,,,46,2
1,4,3,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,2,0,,,,,48,2
1,4,4,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,6,0,,,,,54,2
1,4,5,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,0,0,,,,,54,2
1,4,6,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,4,0,,,,,58,2
1,5,1,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,4,0,,,,,62,2
1,5,2,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,0,0,,,,,62,2
1,5,3,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,0,0,,,,,62,2
1,5,4,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,2,0,,,,,64,2
1,5,5,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,2,0,,,,,66,2
1,5,6,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,2,0,,,,,68,2
1,6,1,Matheesha Pathirana,Rajat Patidar,Devdutt Padikkal,1,0,,,,,69,2
1,6,2,Matheesha Pathirana,Devdutt Padikkal,Rajat Patidar,0,0,,,,,69,2
1,6,3,Matheesha Pathirana,Devdutt Padikkal,Rajat Patidar,1,0,,,,,70,2
1,6,4,Matheesha Pathirana,Rajat Patidar,Devdutt Padikkal,2,0,,,,,72,2
1,6,5,Matheesha Pathirana,Rajat Patidar,Devdutt Padikkal,0,0,,,,,72,2
1,6,6,Matheesha Pathirana,Rajat Patidar,Devdutt Padikkal,0,0,,,,,72,2
1,7,1,Tushar Deshpande,Devdutt Padikkal,Rajat Patidar,0,0,,,,,72,2
1,7,2,Tushar Deshpande,Devdutt Padikkal,Rajat Patidar,1,0,,,,,73,2
1,7,3,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,0,0,,,,,73,2
1,7,4,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,4,0,,,,,77,2
1,7,5,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,3,0,,,,,80,2
1,7,6,Tushar Deshpande,Devdutt Padikkal,Rajat Patidar,0,0,,,,,80,2
1,8,1,Deepak Chahar,Rajat Patidar,Devdutt Padikkal,1,0,,,,,81,2
1,8,2,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,0,0,,,,,81,2
1,8,3,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,0,0,,,,,81,2
1,8,4,Deepak Chahar,Devdutt Padikkal,Rajat Patidar,3,0,,,,,84,2
1,8,5,Deepak Chahar,Rajat Patidar,Devdutt Padikkal,6,0,,,,,90,2
1,8,6,Deepak Chahar,Rajat Patidar,Devdutt Padikkal,0,0,,,,,90,2
1,9,1,Tushar Deshpande,Devdutt Padikkal,Rajat Patidar,6,0,,,,,96,2
1,9,2,Tushar Deshpande,Devdutt Padikkal,Rajat Patidar,1,0,,,,,97,2
1,9,3,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,4,0,,,,,101,2
1,9,4,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,2,0,,,,,103,2
1,9,5,Tushar Deshpande,Rajat Patidar,Devdutt Padikkal,1,0,,,,,104,2
1,9,6,Tushar Deshpande,Devdutt Padikkal,Rajat Patidar,0,0,,,,,104,2
1,10,1,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,2,0,,,,,106,2
1,10,2,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,2,0,,,,,108,2
1,10,3,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,2,0,,,,,110,2
1,10,4,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,1,0,,,,,111,2
1,10,5,Ravindra Jadeja,Devdutt Padikkal,Rajat Patidar,2,0,,,,,113,2
1,10,6,Ravindra Jadeja,Devdutt Padikkal,Rajat Patidar,2,0,,,,,115,2
1,11,1,Ravindra Jadeja,Rajat Patidar,Devdutt Padikkal,1,0,,,,,116,2
1,11,2,Ravindra Jadeja,Devdutt Padikkal,Rajat Patidar,0,0,,,,,116,2
1,11,3,Ravindra Jadeja,Devdutt Padikkal,Rajat Patidar,6,0,,,,,122,2
1,11,4,Ravindra Jadeja,Devdutt Padikkal,Rajat Patidar,0,0,,,,,122,2
1,11,5,Ravindra Jadeja,Devdutt Padikkal,Rajat Patidar,0,0,,,,,122,2
1,11,6,Ravindra Jadeja,Devdutt Padikkal,Rajat Patidar,3,0,,,,,125,2
1,12,1,Mitchell Santner,Devdutt Padikkal,Rajat Patidar,6,0,,,,,131,2
1,12,2,Mitchell Santner,Devdutt Padikkal,Rajat Patidar,1,0,,,,,132,2
1,12,3,Mitchell Santner,Rajat Patidar,Devdutt Padikkal,3,0,,,,,135,2
1,12,4,Mitchell Santner,Devdutt Padikkal,Rajat Patidar,0,0,,,,,135,2
