Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Hardik Pandya,Ruturaj Gaikwad,Rachin Ravindra,0,0,,lbw,Ruturaj Gaikwad,Tim David,0,1
1,0,2,Hardik Pandya,Shivam Dube,Rachin Ravindra,0,0,,,,,0,1
1,0,3,Hardik Pandya,Shivam Dube,Rachin Ravindra,3,0,,,,,3,1
1,0,4,Hardik Pandya,Rachin Ravindra,Shivam Dube,0,0,,,,,3,1
1,0,5,Hardik Pandya,Rachin Ravindra,Shivam Dube,0,0,,caught,Rachin Ravindra,Tilak Varma,3,2
1,0,6,Hardik Pandya,Ravindra Jadeja,Shivam Dube,0,0,,,,,3,2
1,1,1,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,1,0,,,,,4,2
1,1,2,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,2,0,,,,,6,2
1,1,3,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,4,0,,,,,10,2
1,1,4,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,2,0,,,,,12,2
1,1,5,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,0,1,bye,,,,13,2
1,1,6,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,1,0,,,,,14,2
1,2,1,Jasprit Bumrah,Ravindra Jadeja,Shivam Dube,0,0,,,,,14,2
1,2,2,Jasprit Bumrah,Ravindra Jadeja,Shivam Dube,3,0,,,,,17,2
1,2,3,Jasprit Bumrah,Shivam Dube,Ravindra Jadeja,0,0,,,,,17,2
1,2,4,Jasprit Bumrah,Shivam Dube,Ravindra Jadeja,4,0,,,,,21,2
1,2,5,Jasprit Bumrah,Shivam Dube,Ravindra Jadeja,0,0,,,,,21,2
1,2,6,Jasprit Bumrah,Shivam Dube,Ravindra Jadeja,3,0,,,,,24,2
1,3,1,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,6,0,,,,,30,2
1,3,2,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,0,0,,,,,30,2
1,3,3,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,1,0,,,,,31,2
1,3,4,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,1,0,,,,,32,2
1,3,5,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,0,0,,,,,32,2
1,3,6,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,3,0,,,,,35,2
1,4,1,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,6,0,,,,,41,2
1,4,2,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,0,0,,,,,41,2
1,4,3,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,2,0,,,,,43,2
1,4,4,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,2,0,,,,,45,2
1,4,5,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,1,0,,,,,46,2
1,4,6,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,3,0,,,,,49,2
1,5,1,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,0,0,,,,,49,2
1,5,2,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,0,1,noball,,,,50,2
1,5,2,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,4,0,,,,,54,2
1,5,3,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,4,0,,,,,58,2
1,5,4,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,0,0,,,,,58,2
1,5,5,Gerald Coetzee,Ravindra Jadeja,Shivam Dube,1,0,,,,,59,2
1,5,6,Gerald Coetzee,Shivam Dube,Ravindra Jadeja,0,0,,,,,59,2
1,6,1,Piyush Chawla,Ravindra Jadeja,Shivam Dube,2,0,,,,,61,2
1,6,2,Piyush Chawla,Ravindra Jadeja,Shivam Dube,1,0,,,,,62,2
1,6,3,Piyush Chawla,Shivam Dube,Ravindra Jadeja,0,0,,,,,62,2
1,6,4,Piyush Chawla,Shivam Dube,Ravindra Jadeja,2,0,,,,,64,2
1,6,5,Piyush Chawla,Shivam Dube,Ravindra Jadeja,0,0,,,,,64,2
1,6,6,Piyush Chawla,Shivam Dube,Ravindra Jadeja,1,0,,,,,65,2
1,7,1,Romario Shepherd,Shivam Dube,Ravindra Jadeja,0,0,,,,,65,2
