Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Jasprit Bumrah,KL Rahul,Quinton de Kock,2,0,,,,,2,0
1,0,2,Jasprit Bumrah,KL Rahul,Quinton de Kock,2,0,,,,,4,0
1,0,3,Jasprit Bumrah,KL Rahul,Quinton de Kock,3,0,,,,,7,0
1,0,4,Jasprit Bumrah,Quinton de Kock,KL Rahul,0,1,noball,,,,8,0
1,0,4,Jasprit Bumrah,Quinton de Kock,KL Rahul,4,0,,,,,12,0
1,0,5,Jasprit Bumrah,Quinton de Kock,KL Rahul,0,0,,bowled,Quinton de Kock,Romario Shepherd,12,1
1,0,6,Jasprit Bumrah,Nicholas Pooran,KL Rahul,2,0,,,,,14,1
1,1,1,Jasprit Bumrah,KL Rahul,Nicholas Pooran,6,0,,,,,20,1
1,1,2,Jasprit Bumrah,KL Rahul,Nicholas Pooran,0,0,,,,,20,1
1,1,3,Jasprit Bumrah,KL Rahul,Nicholas Pooran,0,0,,,,,20,1
1,1,4,Jasprit Bumrah,KL Rahul,Nicholas Pooran,0,0,,lbw,KL Rahul,Tilak Varma,20,2
1,1,5,Jasprit Bumrah,Marcus Stoinis,Nicholas Pooran,0,0,,,,,20,2
1,1,6,Jasprit Bumrah,Marcus Stoinis,Nicholas Pooran,1,0,,,,,21,2
1,2,1,Romario Shepherd,Marcus Stoinis,Nicholas Pooran,1,0,,,,,22,2
1,2,2,Romario Shepherd,Nicholas Pooran,Marcus Stoinis,0,0,,,,,22,2
1,2,3,Romario Shepherd,Nicholas Pooran,Marcus Stoinis,3,0,,,,,25,2
1,2,4,Romario Shepherd,Marcus Stoinis,Nicholas Pooran,0,0,,,,,25,2
1,2,5,Romario Shepherd,Marcus Stoinis,Nicholas Pooran,1,0,,,,,26,2
1,2,6,Romario Shepherd,Nicholas Pooran,Marcus Stoinis,2,0,,,,,28,2
1,3,1,Hardik Pandya,Marcus Stoinis,Nicholas Pooran,1,0,,,,,29,2
1,3,2,Hardik Pandya,Nicholas Pooran,Marcus Stoinis,1,0,,,,,30,2
1,3,3,Hardik Pandya,Marcus Stoinis,Nicholas Pooran,0,0,,,,,30,2
1,3,4,Hardik Pandya,Marcus Stoinis,Nicholas Pooran,3,0,,,,,33,2
1,3,5,Hardik Pandya,Nicholas Pooran,Marcus Stoinis,4,0,,,,,37,2
1,3,6,Hardik Pandya,Nicholas Pooran,Marcus Stoinis,1,0,,,,,38,2
1,4,1,Jasprit Bumrah,Nicholas Pooran,Marcus Stoinis,1,0,,,,,39,2
1,4,2,Jasprit Bumrah,Marcus Stoinis,Nicholas Pooran,3,0,,,,,42,2
1,4,3,Jasprit Bumrah,Nicholas Pooran,Marcus Stoinis,1,0,,,,,43,2
1,4,4,Jasprit Bumrah,Marcus Stoinis,Nicholas Pooran,3,0,,,,,46,2
1,4,5,Jasprit Bumrah,Nicholas Pooran,Marcus Stoinis,0,1,legbye,,,,47,2
1,4,6,Jasprit Bumrah,Nicholas Pooran,Marcus Stoinis,1,0,,,,,48,2
1,5,1,Piyush Chawla,Nicholas Pooran,Marcus Stoinis,2,0,,,,,50,2
