Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Romario Shepherd,Virat Kohli,Venkatesh Iyer,6,0,,,,,6,0
1,0,2,Romario Shepherd,Virat Kohli,Venkatesh Iyer,1,0,,,,,7,0
1,0,3,Romario Shepherd,Venkatesh Iyer,Virat Kohli,2,0,,,,,9,0
1,0,4,Romario Shepherd,Venkatesh Iyer,Virat Kohli,1,0,,,,,10,0
1,0,5,Romario Shepherd,Virat Kohli,Venkatesh Iyer,0,0,,caught,Virat Kohli,Ishan Kishan,10,1
1,0,6,Romario Shepherd,Devdutt Padikkal,Venkatesh Iyer,0,0,,,,,10,1
1,1,1,Jasprit Bumrah,Venkatesh Iyer,Devdutt Padikkal,0,0,,,,,10,1
1,1,2,Jasprit Bumrah,Venkatesh Iyer,Devdutt Padikkal,3,0,,,,,13,1
1,1,3,Jasprit Bumrah,Devdutt Padikkal,Venkatesh Iyer,4,0,,,,,17,1
1,1,4,Jasprit Bumrah,Devdutt Padikkal,Venkatesh Iyer,1,0,,,,,18,1
1,1,5,Jasprit Bumrah,Venkatesh Iyer,Devdutt Padikkal,0,0,,bowled,Venkatesh Iyer,Romario Shepherd,18,2
1,1,6,Jasprit Bumrah,Rajat Patidar,Devdutt Padikkal,0,0,,stumped,Rajat Patidar,Naman Dhir,18,3
1,2,1,Jasprit Bumrah,Devdutt Padikkal,Krunal Pandya,4,0,,,,,22,3
1,2,2,Jasprit Bumrah,Devdutt Padikkal,Krunal Pandya,4,0,,,,,26,3
1,2,3,Jasprit Bumrah,Devdutt Padikkal,Krunal Pandya,0,0,,,,,26,3
1,2,4,Jasprit Bumrah,Devdutt Padikkal,Krunal Pandya,0,0,,run out,Devdutt Padikkal,Rohit Sharma,26,4
1,2,5,Jasprit Bumrah,Tim David,Krunal Pandya,0,0,,,,,26,4
1,2,6,Jasprit Bumrah,Tim David,Krunal Pandya,0,1,bye,,,,27,4
1,3,1,Gerald Coetzee,Krunal Pandya,Tim David,3,0,,,,,30,4
