Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Khaleel Ahmed,Ruturaj Gaikwad,Rachin Ravindra,4,0,,,,,4,0
1,0,2,Khaleel Ahmed,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,5,0
1,0,3,Khaleel Ahmed,Rachin Ravindra,Ruturaj Gaikwad,3,0,,,,,8,0
1,0,4,Khaleel Ahmed,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,9,0
1,0,5,Khaleel Ahmed,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,10,0
1,0,6,Khaleel Ahmed,Ruturaj Gaikwad,Rachin Ravindra,2,0,,,,,12,0
1,1,1,Kuldeep Yadav,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,12,0
1,1,2,Kuldeep Yadav,Rachin Ravindra,Ruturaj Gaikwad,2,0,,,,,14,0
1,1,3,Kuldeep Yadav,Rachin Ravindra,Ruturaj Gaikwad,2,0,,,,,16,0
1,1,4,Kuldeep Yadav,Rachin Ravindra,Ruturaj Gaikwad,2,0,,,,,18,0
1,1,5,Kuldeep Yadav,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,19,0
1,1,6,Kuldeep Yadav,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,19,0
1,2,1,Khaleel Ahmed,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,19,0
1,2,2,Khaleel Ahmed,Rachin Ravindra,Ruturaj Gaikwad,2,0,,,,,21,0
1,2,3,Khaleel Ahmed,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,21,0
1,2,4,Khaleel Ahmed,Rachin Ravindra,Ruturaj Gaikwad,3,0,,,,,24,0
1,2,5,Khaleel Ahmed,Ruturaj Gaikwad,Rachin Ravindra,4,0,,,,,28,0
1,2,6,Khaleel Ahmed,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,29,0
1,3,1,Kuldeep Yadav,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,29,0
1,3,2,Kuldeep Yadav,Ruturaj Gaikwad,Rachin Ravindra,4,0,,,,,33,0
