Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Kagiso Rabada,Travis Head,Abhishek Sharma,4,0,,,,,4,0
1,0,2,Kagiso Rabada,Travis Head,Abhishek Sharma,4,0,,,,,8,0
1,0,3,Kagiso Rabada,Travis Head,Abhishek Sharma,6,0,,,,,14,0
1,0,4,Kagiso Rabada,Travis Head,Abhishek Sharma,0,0,,run out,Travis Head,Ashutosh Sharma,14,1
1,0,5,Kagiso Rabada,Heinrich Klaasen,Abhishek Sharma,1,0,,,,,15,1
1,0,6,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,16,1
1,1,1,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,17,1
1,1,2,Kagiso Rabada,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,17,1
1,1,3,Kagiso Rabada,Heinrich Klaasen,Abhishek Sharma,2,0,,,,,19,1
1,1,4,Kagiso Rabada,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,19,1
1,1,5,Kagiso Rabada,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,19,1
1,1,6,Kagiso Rabada,Heinrich Klaasen,Abhishek Sharma,4,0,,,,,23,1
1,2,1,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,2,0,,,,,25,1
1,2,2,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,4,0,,,,,29,1
1,2,3,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,0,0,,,,,29,1
1,2,4,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,2,0,,,,,31,1
1,2,5,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,0,0,,,,,31,1
1,2,6,Kagiso Rabada,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,32,1
1,3,1,Harshal Patel,Abhishek Sharma,Heinrich Klaasen,0,0,,,,,32,1
1,3,2,Harshal Patel,Abhishek Sharma,Heinrich Klaasen,4,0,,,,,36,1
1,3,3,Harshal Patel,Abhishek Sharma,Heinrich Klaasen,4,0,,,,,40,1
1,3,4,Harshal Patel,Abhishek Sharma,Heinrich Klaasen,4,0,,,,,44,1
1,3,5,Harshal Patel,Abhishek Sharma,Heinrich Klaasen,2,0,,,,,46,1
1,3,6,Harshal Patel,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,47,1
1,4,1,Arshdeep Singh,Abhishek Sharma,Heinrich Klaasen,0,0,,run out,Abhishek Sharma,Jitesh Sharma,47,2
1,4,2,Arshdeep Singh,Nitish Reddy,Heinrich Klaasen,4,0,,,,,51,2
1,4,3,Arshdeep Singh,Nitish Reddy,Heinrich Klaasen,0,0,,,,,51,2
1,4,4,Arshdeep Singh,Nitish Reddy,Heinrich Klaasen,0,0,,stumped,Nitish Reddy,Jitesh Sharma,51,3
1,4,5,Arshdeep Singh,Abdul Samad,Heinrich Klaasen,4,0,,,,,55,3
1,4,6,Arshdeep Singh,Abdul Samad,Heinrich Klaasen,1,0,,,,,56,3
1,5,1,Kagiso Rabada,Abdul Samad,Heinrich Klaasen,0,0,,caught,Abdul Samad,Shashank Singh,56,4
1,5,2,Kagiso Rabada,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,56,4
1,5,3,Kagiso Rabada,Shahbaz Ahmed,Heinrich Klaasen,6,0,,,,,62,4
1,5,4,Kagiso Rabada,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,62,4
1,5,5,Kagiso Rabada,Shahbaz Ahmed,Heinrich Klaasen,2,0,,,,,64,4
1,5,6,Kagiso Rabada,Shahbaz Ahmed,Heinrich Klaasen,4,0,,,,,68,4
1,6,1,Rahul Chahar,Heinrich Klaasen,Shahbaz Ahmed,0,0,,,,,68,4
1,6,2,Rahul Chahar,Heinrich Klaasen,Shahbaz Ahmed,3,0,,,,,71,4
1,6,3,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,1,0,,,,,72,4
1,6,4,Rahul Chahar,Heinrich Klaasen,Shahbaz Ahmed,4,0,,,,,76,4
1,6,5,Rahul Chahar,Heinrich Klaasen,Shahbaz Ahmed,0,0,,,,,76,4
1,6,6,Rahul Chahar,Heinrich Klaasen,Shahbaz Ahmed,0,0,,,,,76,4
1,7,1,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,76,4
1,7,2,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,76,4
1,7,3,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,76,4
1,7,4,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,4,0,,,,,80,4
1,7,5,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,80,4
1,7,6,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,1,0,,,,,81,4
1,8,1,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,4,0,,,,,85,4
1,8,2,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,1,0,,,,,86,4
1,8,3,Rahul Chahar,Heinrich Klaasen,Shahbaz Ahmed,4,0,,,,,90,4
1,8,4,Rahul Chahar,Heinrich Klaasen,Shahbaz Ahmed,1,0,,,,,91,4
1,8,5,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,2,0,,,,,93,4
1,8,6,Rahul Chahar,Shahbaz Ahmed,Heinrich Klaasen,4,0,,,,,97,4
1,9,1,Arshdeep Singh,Heinrich Klaasen,Shahbaz Ahmed,0,0,,,,,97,4
1,9,2,Arshdeep Singh,Heinrich Klaasen,Shahbaz Ahmed,1,0,,,,,98,4
1,9,3,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,2,0,,,,,100,4
1,9,4,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,1,0,,,,,101,4
1,9,5,Arshdeep Singh,Heinrich Klaasen,Shahbaz Ahmed,0,0,,,,,101,4
1,9,6,Arshdeep Singh,Heinrich Klaasen,Shahbaz Ahmed,0,0,,,,,101,4
1,10,1,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,101,4
1,10,2,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,4,0,,,,,105,4
1,10,3,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,2,0,,,,,107,4
1,10,4,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,6,0,,,,,113,4
1,10,5,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,0,0,,,,,113,4
1,10,6,Arshdeep Singh,Shahbaz Ahmed,Heinrich Klaasen,2,0,,,,,115,4
1,11,1,Arshdeep Singh,Heinrich Klaasen,Shahbaz Ahmed,0,0,,,,,115,4
