Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Jaydev Unadkat,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,1,0
1,0,2,Jaydev Unadkat,Rachin Ravindra,Ruturaj Gaikwad,3,0,,,,,4,0
1,0,3,Jaydev Unadkat,Ruturaj Gaikwad,Rachin Ravindra,1,0,,,,,5,0
1,0,4,Jaydev Unadkat,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,6,0
1,0,5,Jaydev Unadkat,Ruturaj Gaikwad,Rachin Ravindra,4,0,,,,,10,0
1,0,6,Jaydev Unadkat,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,10,0
1,1,1,Mayank Markande,Rachin Ravindra,Ruturaj Gaikwad,2,0,,,,,12,0
1,1,2,Mayank Markande,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,13,0
1,1,3,Mayank Markande,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,13,0
1,1,4,Mayank Markande,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,13,0
1,1,5,Mayank Markande,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,13,0
1,1,6,Mayank Markande,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,13,0
1,2,1,Nitish Reddy,Rachin Ravindra,Ruturaj Gaikwad,0,0,,,,,13,0
1,2,2,Nitish Reddy,Rachin Ravindra,Ruturaj Gaikwad,1,0,,,,,14,0
1,2,3,Nitish Reddy,Ruturaj Gaikwad,Rachin Ravindra,6,0,,,,,20,0
1,2,4,Nitish Reddy,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,20,0
1,2,5,Nitish Reddy,Ruturaj Gaikwad,Rachin Ravindra,0,0,,,,,20,0
1,2,6,Nitish Reddy,Ruturaj Gaikwad,Rachin Ravindra,2,0,,,,,22,0
1,3,1,Mayank Markande,Rachin Ravindra,Ruturaj Gaikwad,0,0,,caught,Rachin Ravindra,Pat Cummins,22,1
1,3,2,Mayank Markande,Shivam Dube,Ruturaj Gaikwad,2,0,,,,,24,1
1,3,3,Mayank Markande,Shivam Dube,Ruturaj Gaikwad,1,0,,,,,25,1
1,3,4,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,2,0,,,,,27,1
1,3,5,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,27,1
1,3,6,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,0,1,bye,,,,28,1
1,4,1,Mayank Markande,Shivam Dube,Ruturaj Gaikwad,1,0,,,,,29,1
1,4,2,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,29,1
1,4,3,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,4,0,,,,,33,1
1,4,4,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,2,0,,,,,35,1
1,4,5,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,6,0,,,,,41,1
1,4,6,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,1,0,,,,,42,1
1,5,1,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,4,0,,,,,46,1
1,5,2,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,46,1
1,5,3,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,4,0,,,,,50,1
1,5,4,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,50,1
1,5,5,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,50,1
1,5,6,Mayank Markande,Ruturaj Gaikwad,Shivam Dube,0,0,,,,,50,1
1,6,1,Jaydev Unadkat,Shivam Dube,Ruturaj Gaikwad,4,0,,,,,54,1
1,6,2,Jaydev Unadkat,Shivam Dube,Ruturaj Gaikwad,0,0,,run out,Shivam Dube,Heinrich Klaasen,54,2
1,6,3,Jaydev Unadkat,Ravindra Jadeja,Ruturaj Gaikwad,6,0,,,,,60,2
1,6,4,Jaydev Unadkat,Ravindra Jadeja,Ruturaj Gaikwad,1,0,,,,,61,2
1,6,5,Jaydev Unadkat,Ruturaj Gaikwad,Ravindra Jadeja,3,0,,,,,64,2
1,6,6,Jaydev Unadkat,Ravindra Jadeja,Ruturaj Gaikwad,4,0,,,,,68,2
1,7,1,Nitish Reddy,Ruturaj Gaikwad,Ravindra Jadeja,1,0,,,,,69,2
1,7,2,Nitish Reddy,Ravindra Jadeja,Ruturaj Gaikwad,4,0,,,,,73,2
1,7,3,Nitish Reddy,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,73,2
1,7,4,Nitish Reddy,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,73,2
1,7,5,Nitish Reddy,Ravindra Jadeja,Ruturaj Gaikwad,1,0,,,,,74,2
1,7,6,Nitish Reddy,Ruturaj Gaikwad,Ravindra Jadeja,4,0,,,,,78,2
1,8,1,Pat Cummins,Ravindra Jadeja,Ruturaj Gaikwad,3,0,,,,,81,2
1,8,2,Pat Cummins,Ruturaj Gaikwad,Ravindra Jadeja,0,0,,,,,81,2
1,8,3,Pat Cummins,Ruturaj Gaikwad,Ravindra Jadeja,1,0,,,,,82,2
1,8,4,Pat Cummins,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,82,2
1,8,5,Pat Cummins,Ravindra Jadeja,Ruturaj Gaikwad,3,0,,,,,85,2
1,8,6,Pat Cummins,Ruturaj Gaikwad,Ravindra Jadeja,6,0,,,,,91,2
1,9,1,Shahbaz Ahmed,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,91,2
1,9,2,Shahbaz Ahmed,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,91,2
1,9,3,Shahbaz Ahmed,Ravindra Jadeja,Ruturaj Gaikwad,1,0,,,,,92,2
1,9,4,Shahbaz Ahmed,Ruturaj Gaikwad,Ravindra Jadeja,2,0,,,,,94,2
1,9,5,Shahbaz Ahmed,Ruturaj Gaikwad,Ravindra Jadeja,1,0,,,,,95,2
1,9,6,Shahbaz Ahmed,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,95,2
1,10,1,Shahbaz Ahmed,Ruturaj Gaikwad,Ravindra Jadeja,3,0,,,,,98,2
1,10,2,Shahbaz Ahmed,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,98,2
1,10,3,Shahbaz Ahmed,Ravindra Jadeja,Ruturaj Gaikwad,1,0,,,,,99,2
1,10,4,Shahbaz Ahmed,Ruturaj Gaikwad,Ravindra Jadeja,0,0,,,,,99,2
1,10,5,Shahbaz Ahmed,Ruturaj Gaikwad,Ravindra Jadeja,1,0,,,,,100,2
1,10,6,Shahbaz Ahmed,Ravindra Jadeja,Ruturaj Gaikwad,3,0,,,,,103,2
1,11,1,T Natarajan,Ravindra Jadeja,Ruturaj Gaikwad,1,0,,,,,104,2
1,11,2,T Natarajan,Ruturaj Gaikwad,Ravindra Jadeja,1,0,,,,,105,2
1,11,3,T Natarajan,Ravindra Jadeja,Ruturaj Gaikwad,2,0,,,,,107,2
1,11,4,T Natarajan,Ravindra Jadeja,Ruturaj Gaikwad,4,0,,,,,111,2
1,11,5,T Natarajan,Ravindra Jadeja,Ruturaj Gaikwad,0,0,,,,,111,2
1,11,6,T Natarajan,Ravindra Jadeja,Ruturaj Gaikwad,4,0,,,,,115,2
1,12,1,T Natarajan,Ruturaj Gaikwad,Ravindra Jadeja,0,0,,,,,115,2
1,12,2,T Natarajan,Ruturaj Gaikwad,Ravindra Jadeja,0,0,,caught,Ruturaj Gaikwad,Pat Cummins,115,3
1,12,3,T Natarajan,MS Dhoni,Ravindra Jadeja,1,0,,,,,116,3
1,12,4,T Natarajan,Ravindra Jadeja,MS Dhoni,0,0,,run out,Ravindra Jadeja,Abhishek Sharma,116,4
1,12,5,T Natarajan,Sameer Rizvi,MS Dhoni,0,0,,,,,116,4
1,12,6,T Natarajan,Sameer Rizvi,MS Dhoni,0,0,,,,,116,4
1,13,1,T Natarajan,MS Dhoni,Sameer Rizvi,2,0,,,,,118,4
1,13,2,T Natarajan,MS Dhoni,Sameer Rizvi,0,0,,,,,118,4
1,13,3,T Natarajan,MS Dhoni,Sameer Rizvi,6,0,,,,,124,4
1,13,4,T Natarajan,MS Dhoni,Sameer Rizvi,0,0,,,,,124,4
1,13,5,T Natarajan,MS Dhoni,Sameer Rizvi,0,0,,stumped,MS Dhoni,Shahbaz Ahmed,124,5
1,13,6,T Natarajan,Moeen Ali,Sameer Rizvi,3,0,,,,,127,5
1,14,1,Pat Cummins,Moeen Ali,Sameer Rizvi,2,0,,,,,129,5
1,14,2,Pat Cummins,Moeen Ali,Sameer Rizvi,0,0,,,,,129,5
1,14,3,Pat Cummins,Moeen Ali,Sameer Rizvi,0,1,legbye,,,,130,5
1,14,4,Pat Cummins,Moeen Ali,Sameer Rizvi,4,0,,,,,134,5
1,14,5,Pat Cummins,Moeen Ali,Sameer Rizvi,0,0,,,,,134,5
1,14,6,Pat Cummins,Moeen Ali,Sameer Rizvi,6,0,,,,,140,5
1,15,1,T Natarajan,Sameer Rizvi,Moeen Ali,0,1,wide,,,,141,5
1,15,1,T Natarajan,Sameer Rizvi,Moeen Ali,1,0,,,,,142,5
1,15,2,T Natarajan,Moeen Ali,Sameer Rizvi,2,0,,,,,144,5
1,15,3,T Natarajan,Moeen Ali,Sameer Rizvi,2,0,,,,,146,5
1,15,4,T Natarajan,Moeen Ali,Sameer Rizvi,1,0,,,,,147,5
1,15,5,T Natarajan,Sameer Rizvi,Moeen Ali,0,0,,bowled,Sameer Rizvi,Abhishek Sharma,147,6
1,15,6,T Natarajan,Mitchell Santner,Moeen Ali,2,0,,,,,149,6
1,16,1,Nitish Reddy,Moeen Ali,Mitchell Santner,1,0,,,,,150,6
1,16,2,Nitish Reddy,Mitchell Santner,Moeen Ali,4,0,,,,,154,6
1,16,3,Nitish Reddy,Mitchell Santner,Moeen Ali,2,0,,,,,156,6
1,16,4,Nitish Reddy,Mitchell Santner,Moeen Ali,3,0,,,,,159,6
1,16,5,Nitish Reddy,Moeen Ali,Mitchell Santner,1,0,,,,,160,6
1,16,6,Nitish Reddy,Mitchell Santner,Moeen Ali,4,0,,,,,164,6
1,17,1,Jaydev Unadkat,Moeen Ali,Mitchell Santner,0,0,,,,,164,6
1,17,2,Jaydev Unadkat,Moeen Ali,Mitchell Santner,1,0,,,,,165,6
1,17,3,Jaydev Unadkat,Mitchell Santner,Moeen Ali,2,0,,,,,167,6
1,17,4,Jaydev Unadkat,Mitchell Santner,Moeen Ali,2,0,,,,,169,6
1,17,5,Jaydev Unadkat,Mitchell Santner,Moeen Ali,3,0,,,,,172,6
1,17,6,Jaydev Unadkat,Moeen Ali,Mitchell Santner,0,0,,,,,172,6
1,18,1,Nitish Reddy,Mitchell Santner,Moeen Ali,1,0,,,,,173,6
1,18,2,Nitish Reddy,Moeen Ali,Mitchell Santner,0,0,,,,,173,6
1,18,3,Nitish Reddy,Moeen Ali,Mitchell Santner,0,0,,,,,173,6
1,18,4,Nitish Reddy,Moeen Ali,Mitchell Santner,4,0,,,,,177,6
1,18,5,Nitish Reddy,Moeen Ali,Mitchell Santner,4,0,,,,,181,6
1,18,6,Nitish Reddy,Moeen Ali,Mitchell Santner,0,0,,,,,181,6
1,19,1,Jaydev Unadkat,Mitchell Santner,Moeen Ali,0,0,,lbw,Mitchell Santner,Heinrich Klaasen,181,7
2,0,1,Matheesha Pathirana,Travis Head,Abhishek Sharma,0,0,,,,,0,0
2,0,2,Matheesha Pathirana,Travis Head,Abhishek Sharma,0,0,,,,,0,0
2,0,3,Matheesha Pathirana,Travis Head,Abhishek Sharma,0,0,,,,,0,0
2,0,4,Matheesha Pathirana,Travis Head,Abhishek Sharma,0,0,,stumped,Travis Head,Sameer Rizvi,0,1
2,0,5,Matheesha Pathirana,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,0,1
2,0,6,Matheesha Pathirana,Heinrich Klaasen,Abhishek Sharma,2,0,,,,,2,1
2,1,1,Mitchell Santner,Abhishek Sharma,Heinrich Klaasen,4,0,,,,,6,1
2,1,2,Mitchell Santner,Abhishek Sharma,Heinrich Klaasen,1,0,,,,,7,1
2,1,3,Mitchell Santner,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,7,1
2,1,4,Mitchell Santner,Heinrich Klaasen,Abhishek Sharma,2,0,,,,,9,1
2,1,5,Mitchell Santner,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,9,1
2,1,6,Mitchell Santner,Heinrich Klaasen,Abhishek Sharma,3,0,,,,,12,1
2,2,1,Ravindra Jadeja,Heinrich Klaasen,Abhishek Sharma,0,0,,,,,12,1
2,2,2,Ravindra Jadeja,Heinrich Klaasen,Abhishek Sharma,0,0,,lbw,Heinrich Klaasen,Sameer Rizvi,12,2
2,2,3,Ravindra Jadeja,Nitish Reddy,Abhishek Sharma,0,0,,,,,12,2
2,2,4,Ravindra Jadeja,Nitish Reddy,Abhishek Sharma,1,0,,,,,13,2
2,2,5,Ravindra Jadeja,Abhishek Sharma,Nitish Reddy,0,0,,run out,Nitish Reddy,Shivam Dube,13,3
2,2,6,Ravindra Jadeja,Abhishek Sharma,Abdul Samad,4,0,,,,,17,3
2,3,1,Matheesha Pathirana,Abdul Samad,Abhishek Sharma,0,0,,,,,17,3
2,3,2,Matheesha Pathirana,Abdul Samad,Abhishek Sharma,0,0,,,,,17,3
2,3,3,Matheesha Pathirana,Abdul Samad,Abhishek Sharma,1,0,,,,,18,3
2,3,4,Matheesha Pathirana,Abhishek Sharma,Abdul Samad,0,0,,,,,18,3
2,3,5,Matheesha Pathirana,Abhishek Sharma,Abdul Samad,0,0,,,,,18,3
2,3,6,Matheesha Pathirana,Abhishek Sharma,Abdul Samad,4,0,,,,,22,3
2,4,1,Mitchell Santner,Abdul Samad,Abhishek Sharma,4,0,,,,,26,3
2,4,2,Mitchell Santner,Abdul Samad,Abhishek Sharma,1,0,,,,,27,3
2,4,3,Mitchell Santner,Abhishek Sharma,Abdul Samad,0,0,,,,,27,3
2,4,4,Mitchell Santner,Abhishek Sharma,Abdul Samad,1,0,,,,,28,3
2,4,5,Mitchell Santner,Abdul Samad,Abhishek Sharma,1,0,,,,,29,3
