Innings,Over,Ball,Bowler,Batter,Non-Striker,Runs_Off_Bat,Extras,Extra_Type,Wicket_Type,Player_Dismissed,Fielder,Total_Team_Runs,Wickets_Lost
1,0,1,Sunil Narine,Rohit Sharma,Ishan Kishan,0,0,,,,,0,0
1,0,2,Sunil Narine,Rohit Sharma,Ishan Kishan,1,0,,,,,1,0
1,0,3,Sunil Narine,Ishan Kishan,Rohit Sharma,0,0,,,,,1,0
1,0,4,Sunil Narine,Ishan Kishan,Rohit Sharma,0,0,,,,,1,0
1,0,5,Sunil Narine,Ishan Kishan,Rohit Sharma,0,0,,,,,1,0
1,0,6,Sunil Narine,Ishan Kishan,Rohit Sharma,0,0,,,,,1,0
1,1,1,Harshit Rana,Rohit Sharma,Ishan Kishan,0,0,,,,,1,0
1,1,2,Harshit Rana,Rohit Sharma,Ishan Kishan,0,1,wide,,,,2,0
1,1,2,Harshit Rana,Rohit Sharma,Ishan Kishan,0,0,,,,,2,0
1,1,3,Harshit Rana,Rohit Sharma,Ishan Kishan,0,0,,,,,2,0
1,1,4,Harshit Rana,Rohit Sharma,Ishan Kishan,0,0,,,,,2,0
1,1,5,Harshit Rana,Rohit Sharma,Ishan Kishan,0,0,,,,,2,0
1,1,6,Harshit Rana,Rohit Sharma,Ishan Kishan,2,0,,,,,4,0
1,2,1,Sunil Narine,Ishan Kishan,Rohit Sharma,2,0,,,,,6,0
1,2,2,Sunil Narine,Ishan Kishan,Rohit Sharma,2,0,,,,,8,0
1,2,3,Sunil Narine,Ishan Kishan,Rohit Sharma,1,0,,,,,9,0
1,2,4,Sunil Narine,Rohit Sharma,Ishan Kishan,0,0,,,,,9,0
1,2,5,Sunil Narine,Rohit Sharma,Ishan Kishan,0,0,,,,,9,0
1,2,6,Sunil Narine,Rohit Sharma,Ishan Kishan,0,0,,,,,9,0
1,3,1,Vaibhav Arora,Ishan Kishan,Rohit Sharma,0,0,,,,,9,0
1,3,2,Vaibhav Arora,Ishan Kishan,Rohit Sharma,0,1,legbye,,,,10,0
1,3,3,Vaibhav Arora,Ishan Kishan,Rohit Sharma,0,0,,stumped,Ishan Kishan,Andre Russell,10,1
1,3,4,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,0,0,,,,,10,1
1,3,5,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,0,0,,,,,10,1
1,3,6,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,6,0,,,,,16,1
1,4,1,Sunil Narine,Rohit Sharma,Suryakumar Yadav,2,0,,,,,18,1
1,4,2,Sunil Narine,Rohit Sharma,Suryakumar Yadav,1,0,,,,,19,1
1,4,3,Sunil Narine,Suryakumar Yadav,Rohit Sharma,0,0,,,,,19,1
1,4,4,Sunil Narine,Suryakumar Yadav,Rohit Sharma,0,0,,,,,19,1
1,4,5,Sunil Narine,Suryakumar Yadav,Rohit Sharma,0,0,,,,,19,1
1,4,6,Sunil Narine,Suryakumar Yadav,Rohit Sharma,3,0,,,,,22,1
1,5,1,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,4,0,,,,,26,1
1,5,2,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,0,0,,,,,26,1
1,5,3,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,0,0,,,,,26,1
1,5,4,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,0,0,,,,,26,1
1,5,5,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,4,0,,,,,30,1
1,5,6,Vaibhav Arora,Suryakumar Yadav,Rohit Sharma,3,0,,,,,33,1
1,6,1,Sunil Narine,Suryakumar Yadav,Rohit Sharma,1,0,,,,,34,1
1,6,2,Sunil Narine,Rohit Sharma,Suryakumar Yadav,4,0,,,,,38,1
